,date,Temperature(F)
2335,2014-11-22,33.0
2336,2014-11-23,45.0
2337,2014-11-24,58.5
2338,2014-11-25,54.5
2339,2014-11-26,40.5
2340,2014-11-27,33.5
2341,2014-11-28,30.0
2342,2014-11-29,28.5
2343,2014-11-30,45.0
2344,2014-12-01,51.0
2345,2014-12-02,38.5
2346,2014-12-03,41.5
2347,2014-12-04,39.0
2348,2014-12-05,38.0
2349,2014-12-06,44.0
2350,2014-12-07,35.5
2351,2014-12-08,30.0
2352,2014-12-09,38.5
2353,2014-12-10,36.0
2354,2014-12-11,33.0
2355,2014-12-12,32.5
2356,2014-12-13,35.5
2357,2014-12-14,39.0
2358,2014-12-15,39.0
2359,2014-12-16,41.0
2360,2014-12-17,45.0
2361,2014-12-18,37.5
2362,2014-12-19,33.5
2363,2014-12-20,31.0
2364,2014-12-21,33.0
2365,2014-12-22,37.0
2366,2014-12-23,44.0
2367,2014-12-24,50.0
2368,2014-12-25,49.5
2369,2014-12-26,42.0
2370,2014-12-27,44.5
2371,2014-12-28,47.0
2372,2014-12-29,37.5
2373,2014-12-30,30.0
2374,2014-12-31,28.5
2375,2015-01-01,30.5
2376,2015-01-02,36.5
2377,2015-01-03,36.5
2378,2015-01-04,47.5
2379,2015-01-05,33.0
2380,2015-01-06,20.5
2381,2015-01-07,15.0
2382,2015-01-08,13.0
2383,2015-01-09,24.5
2384,2015-01-10,17.5
2385,2015-01-11,23.5
2386,2015-01-12,34.0
2387,2015-01-13,26.5
2388,2015-01-14,24.0
2389,2015-01-15,28.5
2390,2015-01-16,32.0
2391,2015-01-17,23.0
2392,2015-01-18,34.0
2393,2015-01-19,37.0
2394,2015-01-20,35.0
2395,2015-01-21,29.0
2396,2015-01-22,33.5
2397,2015-01-23,32.0
2398,2015-01-24,34.0
2399,2015-01-25,34.0
2400,2015-01-26,25.0
2401,2015-01-27,25.0
2402,2015-01-28,23.5
2403,2015-01-29,24.0
2404,2015-01-30,26.5
2405,2015-01-31,17.5
2406,2015-02-01,26.0
2407,2015-02-02,24.5
2408,2015-02-03,16.5
2409,2015-02-04,26.0
2410,2015-02-05,23.0
2411,2015-02-06,15.5
2412,2015-02-07,26.5
2413,2015-02-08,32.5
2414,2015-02-09,24.5
2415,2015-02-10,29.0
2416,2015-02-11,24.0
2417,2015-02-12,26.5
2418,2015-02-13,12.0
2419,2015-02-14,18.5
2420,2015-02-15,13.5
2421,2015-02-16,10.5
2422,2015-02-17,19.0
2423,2015-02-18,19.5
2424,2015-02-19,14.5
2425,2015-02-20,9.0
2426,2015-02-21,17.0
2427,2015-02-22,32.5
2428,2015-02-23,18.0
2429,2015-02-24,9.5
2430,2015-02-25,23.0
2431,2015-02-26,22.5
2432,2015-02-27,20.0
2433,2015-02-28,16.5
2434,2015-03-01,21.0
2435,2015-03-02,29.5
2436,2015-03-03,25.5
2437,2015-03-04,36.5
2438,2015-03-05,28.0
2439,2015-03-06,15.0
2440,2015-03-07,22.5
2441,2015-03-08,35.0
2442,2015-03-09,36.5
2443,2015-03-10,38.5
2444,2015-03-11,42.5
2445,2015-03-12,41.5
2446,2015-03-13,39.0
2447,2015-03-14,40.0
2448,2015-03-15,40.5
2449,2015-03-16,40.5
2450,2015-03-17,40.5
2451,2015-03-18,42.0
2452,2015-03-19,34.0
2453,2015-03-20,33.0
2454,2015-03-21,38.0
2455,2015-03-22,32.5
2456,2015-03-23,29.0
2457,2015-03-24,33.0
2458,2015-03-25,38.0
2459,2015-03-26,45.5
2460,2015-03-27,41.0
2461,2015-03-28,31.5
2462,2015-03-29,34.5
2463,2015-03-30,41.0
2464,2015-03-31,39.5
2465,2015-04-01,39.0
2466,2015-04-02,46.5
2467,2015-04-03,55.0
2468,2015-04-04,48.0
2469,2015-04-05,45.0
2470,2015-04-06,48.5
2471,2015-04-07,47.0
2472,2015-04-08,41.0
2473,2015-04-09,39.5
2474,2015-04-10,47.5
2475,2015-04-11,47.5
2476,2015-04-12,49.0
2477,2015-04-13,50.5
2478,2015-04-14,52.5
2479,2015-04-15,50.5
2480,2015-04-16,49.0
2481,2015-04-17,57.5
2482,2015-04-18,60.0
2483,2015-04-19,50.5
2484,2015-04-20,52.0
2485,2015-04-21,54.5
2486,2015-04-22,53.5
2487,2015-04-23,43.5
2488,2015-04-24,42.0
2489,2015-04-25,45.0
2490,2015-04-26,48.0
2491,2015-04-27,48.5
2492,2015-04-28,55.0
2493,2015-04-29,59.0
2494,2015-04-30,53.0
2495,2015-05-01,50.5
2496,2015-05-02,52.5
2497,2015-05-03,58.0
2498,2015-05-04,63.0
2499,2015-05-05,66.5
2500,2015-05-06,58.5
2501,2015-05-07,60.5
2502,2015-05-08,63.5
2503,2015-05-09,59.0
2504,2015-05-10,65.5
2505,2015-05-11,68.5
2506,2015-05-12,69.5
2507,2015-05-13,58.0
2508,2015-05-14,58.0
2509,2015-05-15,58.5
2510,2015-05-16,64.5
2511,2015-05-17,68.0
2512,2015-05-18,61.5
2513,2015-05-19,66.0
2514,2015-05-20,56.5
2515,2015-05-21,52.5
2516,2015-05-22,60.0
2517,2015-05-23,55.0
2518,2015-05-24,62.0
2519,2015-05-25,67.5
2520,2015-05-26,69.5
2521,2015-05-27,70.0
2522,2015-05-28,70.5
2523,2015-05-29,67.5
2524,2015-05-30,69.5
2525,2015-05-31,70.5
2526,2015-06-01,55.0
2527,2015-06-02,52.0
2528,2015-06-03,58.5
2529,2015-06-04,56.5
2530,2015-06-05,59.5
2531,2015-06-06,63.5
2532,2015-06-07,61.0
2533,2015-06-08,67.0
2534,2015-06-09,70.0
2535,2015-06-10,68.0
2536,2015-06-11,74.5
2537,2015-06-12,74.5
2538,2015-06-13,71.5
2539,2015-06-14,71.5
2540,2015-06-15,69.5
2541,2015-06-16,70.5
2542,2015-06-17,66.5
2543,2015-06-18,66.0
2544,2015-06-19,71.5
2545,2015-06-20,66.0
2546,2015-06-21,76.5
2547,2015-06-22,76.0
2548,2015-06-23,78.0
2549,2015-06-24,71.5
2550,2015-06-25,71.0
2551,2015-06-26,71.0
2552,2015-06-27,65.0
2553,2015-06-28,67.5
2554,2015-06-29,68.0
2555,2015-06-30,70.5
2556,2015-07-01,73.5
2557,2015-07-02,71.0
2558,2015-07-03,70.5
2559,2015-07-04,69.5
2560,2015-07-05,71.5
2561,2015-07-06,72.5
2562,2015-07-07,76.0
2563,2015-07-08,77.5
2564,2015-07-09,72.5
2565,2015-07-10,76.0
2566,2015-07-11,76.0
2567,2015-07-12,76.0
2568,2015-07-13,75.5
2569,2015-07-14,74.0
2570,2015-07-15,75.0
2571,2015-07-16,70.0
2572,2015-07-17,69.5
2573,2015-07-18,75.5
2574,2015-07-19,79.5
2575,2015-07-20,82.5
2576,2015-07-21,80.0
2577,2015-07-22,74.0
2578,2015-07-23,73.5
2579,2015-07-24,74.5
2580,2015-07-25,73.5
2581,2015-07-26,75.5
2582,2015-07-27,76.0
2583,2015-07-28,78.5
2584,2015-07-29,80.5
2585,2015-07-30,78.5
2586,2015-07-31,77.0
2587,2015-08-01,78.5
2588,2015-08-02,76.0
2589,2015-08-03,78.0
2590,2015-08-04,79.0
2591,2015-08-05,76.0
2592,2015-08-06,73.0
2593,2015-08-07,74.0
2594,2015-08-08,72.5
2595,2015-08-09,73.0
2596,2015-08-10,72.5
2597,2015-08-11,75.0
2598,2015-08-12,74.5
2599,2015-08-13,72.5
2600,2015-08-14,74.5
2601,2015-08-15,78.0
2602,2015-08-16,78.0
2603,2015-08-17,80.0
2604,2015-08-18,79.0
2605,2015-08-19,77.5
2606,2015-08-20,78.0
2607,2015-08-21,77.5
2608,2015-08-22,74.0
2609,2015-08-23,73.5
2610,2015-08-24,75.0
2611,2015-08-25,77.5
2612,2015-08-26,72.5
2613,2015-08-27,71.0
2614,2015-08-28,70.5
2615,2015-08-29,72.5
2616,2015-08-30,76.0
2617,2015-08-31,79.5
2618,2015-09-01,72.5
2619,2015-09-02,77.5
2620,2015-09-03,79.5
2621,2015-09-04,74.0
2622,2015-09-05,74.0
2623,2015-09-06,74.0
2624,2015-09-07,71.0
2625,2015-09-08,79.5
2626,2015-09-09,79.0
2627,2015-09-10,73.0
2628,2015-09-11,72.0
2629,2015-09-12,71.5
2630,2015-09-13,68.0
2631,2015-09-14,65.5
2632,2015-09-15,70.5
2633,2015-09-16,65.5
2634,2015-09-17,64.5
2635,2015-09-18,66.0
2636,2015-09-19,64.5
2637,2015-09-20,68.0
2638,2015-09-21,64.0
2639,2015-09-22,65.0
2640,2015-09-23,66.5
2641,2015-09-24,68.5
2642,2015-09-25,66.5
2643,2015-09-26,63.5
2644,2015-09-27,62.5
2645,2015-09-28,67.0
2646,2015-09-29,72.0
2647,2015-09-30,68.5
2648,2015-10-01,59.0
2649,2015-10-02,53.0
2650,2015-10-03,51.5
2651,2015-10-04,56.0
2652,2015-10-05,57.0
2653,2015-10-06,61.0
2654,2015-10-07,63.5
2655,2015-10-08,63.0
2656,2015-10-09,66.5
2657,2015-10-10,57.0
2658,2015-10-11,57.5
2659,2015-10-12,63.0
2660,2015-10-13,64.0
2661,2015-10-14,60.0
2662,2015-10-15,56.5
2663,2015-10-16,57.0
2664,2015-10-17,47.5
2665,2015-10-18,42.0
2666,2015-10-19,42.5
2667,2015-10-20,56.0
2668,2015-10-21,62.0
2669,2015-10-22,63.0
2670,2015-10-23,54.5
2671,2015-10-24,55.0
2672,2015-10-25,57.0
2673,2015-10-26,51.0
2674,2015-10-27,51.5
2675,2015-10-28,59.0
2676,2015-10-29,61.5
2677,2015-10-30,52.0
2678,2015-10-31,47.5
2679,2015-11-01,56.5
2680,2015-11-02,58.0
2681,2015-11-03,59.5
2682,2015-11-04,60.5
2683,2015-11-05,59.5
2684,2015-11-06,64.5
2685,2015-11-07,57.5
2686,2015-11-08,50.5
2687,2015-11-09,50.5
2688,2015-11-10,55.0
2689,2015-11-11,54.5
2690,2015-11-12,54.0
2691,2015-11-13,51.0
2692,2015-11-14,44.5
2693,2015-11-15,47.0
2694,2015-11-16,56.0
2695,2015-11-17,45.5
2696,2015-11-18,50.5
2697,2015-11-19,58.0
2698,2015-11-20,53.5
2699,2015-11-21,45.5
2700,2015-11-22,49.0
2701,2015-11-23,38.0
2702,2015-11-24,39.5
2703,2015-11-25,41.5
2704,2015-11-26,48.5
2705,2015-11-27,54.0
2706,2015-11-28,52.0
2707,2015-11-29,42.0
2708,2015-11-30,39.0
2709,2015-12-01,47.0
2710,2015-12-02,51.0
2711,2015-12-03,47.5
2712,2015-12-04,45.0
2713,2015-12-05,44.0
2714,2015-12-06,44.5
2715,2015-12-07,45.0
2716,2015-12-08,43.5
2717,2015-12-09,45.5
2718,2015-12-10,51.5
2719,2015-12-11,52.0
2720,2015-12-12,54.5
2721,2015-12-13,56.5
2722,2015-12-14,56.5
2723,2015-12-15,56.0
2724,2015-12-16,47.0
2725,2015-12-17,48.5
2726,2015-12-18,35.5
2727,2015-12-19,34.5
2728,2015-12-20,34.0
2729,2015-12-21,44.5
2730,2015-12-22,55.0
2731,2015-12-23,55.5
2732,2015-12-24,62.0
2733,2015-12-25,56.0
2734,2015-12-26,51.5
2735,2015-12-27,53.0
2736,2015-12-28,37.5
2737,2015-12-29,41.5
2738,2015-12-30,42.5
2739,2015-12-31,44.0
2740,2016-01-01,37.5
2741,2016-01-02,36.0
2742,2016-01-03,35.0
2743,2016-01-04,30.0
2744,2016-01-05,20.5
2745,2016-01-06,31.5
2746,2016-01-07,36.5
2747,2016-01-08,37.0
2748,2016-01-09,43.0
2749,2016-01-10,49.5
2750,2016-01-11,32.5
2751,2016-01-12,34.0
2752,2016-01-13,26.0
2753,2016-01-14,29.5
2754,2016-01-15,40.0
2755,2016-01-16,45.0
2756,2016-01-17,34.5
2757,2016-01-18,26.5
2758,2016-01-19,22.5
2759,2016-01-20,31.5
2760,2016-01-21,31.0
2761,2016-01-22,25.5
2762,2016-01-23,28.5
2763,2016-01-24,25.5
2764,2016-01-25,25.5
2765,2016-01-26,34.5
2766,2016-01-27,36.0
2767,2016-01-28,31.5
2768,2016-01-29,34.0
2769,2016-01-30,30.5
2770,2016-01-31,39.5
2771,2016-02-01,46.5
2772,2016-02-02,40.5
2773,2016-02-03,46.5
2774,2016-02-04,48.5
2775,2016-02-05,36.0
2776,2016-02-06,32.5
2777,2016-02-07,37.0
2778,2016-02-08,33.0
2779,2016-02-09,30.0
2780,2016-02-10,33.0
2781,2016-02-11,24.5
2782,2016-02-12,20.5
2783,2016-02-13,15.5
2784,2016-02-14,8.5
2785,2016-02-15,26.5
2786,2016-02-16,43.5
2787,2016-02-17,36.0
2788,2016-02-18,30.0
2789,2016-02-19,30.0
2790,2016-02-20,46.0
2791,2016-02-21,45.5
2792,2016-02-22,41.0
2793,2016-02-23,37.0
2794,2016-02-24,47.0
2795,2016-02-25,47.5
2796,2016-02-26,32.5
2797,2016-02-27,33.5
2798,2016-02-28,44.5
2799,2016-02-29,49.0
2800,2016-03-01,41.5
2801,2016-03-02,42.0
2802,2016-03-03,30.5
2803,2016-03-04,33.0
2804,2016-03-05,33.5
2805,2016-03-06,36.5
2806,2016-03-07,43.5
2807,2016-03-08,51.5
2808,2016-03-09,56.0
2809,2016-03-10,61.5
2810,2016-03-11,52.0
2811,2016-03-12,47.5
2812,2016-03-13,51.0
2813,2016-03-14,44.5
2814,2016-03-15,48.5
2815,2016-03-16,51.5
2816,2016-03-17,50.5
2817,2016-03-18,47.5
2818,2016-03-19,40.0
2819,2016-03-20,36.0
2820,2016-03-21,39.5
2821,2016-03-22,41.5
2822,2016-03-23,53.5
2823,2016-03-24,47.0
2824,2016-03-25,54.5
2825,2016-03-26,43.5
2826,2016-03-27,44.0
2827,2016-03-28,48.0
2828,2016-03-29,44.0
2829,2016-03-30,43.0
2830,2016-03-31,54.0
2831,2016-04-01,62.5
2832,2016-04-02,50.5
2833,2016-04-03,39.5
2834,2016-04-04,36.0
2835,2016-04-05,31.5
2836,2016-04-06,37.0
2837,2016-04-07,49.0
2838,2016-04-08,43.0
2839,2016-04-09,39.0
2840,2016-04-10,38.0
2841,2016-04-11,49.0
2842,2016-04-12,52.5
2843,2016-04-13,50.5
2844,2016-04-14,52.5
2845,2016-04-15,50.5
2846,2016-04-16,51.0
2847,2016-04-17,53.5
2848,2016-04-18,51.5
2849,2016-04-19,52.5
2850,2016-04-20,51.0
2851,2016-04-21,56.0
2852,2016-04-22,64.5
2853,2016-04-23,57.5
2854,2016-04-24,52.5
2855,2016-04-25,56.0
2856,2016-04-26,54.0
2857,2016-04-27,51.5
2858,2016-04-28,50.0
2859,2016-04-29,50.5
2860,2016-04-30,51.5
2861,2016-05-01,46.0
2862,2016-05-02,51.0
2863,2016-05-03,51.0
2864,2016-05-04,49.0
2865,2016-05-05,49.5
2866,2016-05-06,49.5
2867,2016-05-07,52.5
2868,2016-05-08,55.0
2869,2016-05-09,57.0
2870,2016-05-10,53.0
2871,2016-05-11,58.0
2872,2016-05-12,61.0
2873,2016-05-13,56.5
2874,2016-05-14,60.0
2875,2016-05-15,49.0
2876,2016-05-16,50.5
2877,2016-05-17,56.0
2878,2016-05-18,51.5
2879,2016-05-19,58.5
2880,2016-05-20,60.5
2881,2016-05-21,62.0
2882,2016-05-22,59.0
2883,2016-05-23,60.5
2884,2016-05-24,61.5
2885,2016-05-25,68.5
2886,2016-05-26,67.5
2887,2016-05-27,72.0
2888,2016-05-28,75.5
2889,2016-05-29,72.0
2890,2016-05-30,70.5
2891,2016-05-31,68.0
2892,2016-06-01,69.0
2893,2016-06-02,65.0
2894,2016-06-03,64.5
2895,2016-06-04,69.0
2896,2016-06-05,67.5
2897,2016-06-06,70.5
2898,2016-06-07,70.5
2899,2016-06-08,59.5
2900,2016-06-09,60.5
2901,2016-06-10,60.5
2902,2016-06-11,66.5
2903,2016-06-12,68.0
2904,2016-06-13,62.5
2905,2016-06-14,64.5
2906,2016-06-15,63.0
2907,2016-06-16,66.5
2908,2016-06-17,65.5
2909,2016-06-18,67.5
2910,2016-06-19,70.5
2911,2016-06-20,69.5
2912,2016-06-21,73.0
2913,2016-06-22,70.5
2914,2016-06-23,71.0
2915,2016-06-24,70.5
2916,2016-06-25,70.5
2917,2016-06-26,71.0
2918,2016-06-27,70.5
2919,2016-06-28,71.0
2920,2016-06-29,72.0
2921,2016-06-30,72.0
2922,2016-07-01,72.0
2923,2016-07-02,69.5
2924,2016-07-03,70.5
2925,2016-07-04,70.5
2926,2016-07-05,76.0
2927,2016-07-06,78.5
2928,2016-07-07,79.0
2929,2016-07-08,75.0
2930,2016-07-09,67.5
2931,2016-07-10,72.0
2932,2016-07-11,70.5
2933,2016-07-12,71.5
2934,2016-07-13,74.0
2935,2016-07-14,77.0
2936,2016-07-15,80.0
2937,2016-07-16,78.5
2938,2016-07-17,78.5
2939,2016-07-18,77.5
2940,2016-07-19,77.0
2941,2016-07-20,76.5
2942,2016-07-21,76.0
2943,2016-07-22,76.0
2944,2016-07-23,75.0
2945,2016-07-24,76.0
2946,2016-07-25,72.5
2947,2016-07-26,74.0
2948,2016-07-27,74.5
2949,2016-07-28,80.0
2950,2016-07-29,76.5
2951,2016-07-30,76.5
2952,2016-07-31,75.5
2953,2016-08-01,74.0
2954,2016-08-02,71.5
2955,2016-08-03,71.0
2956,2016-08-04,71.0
2957,2016-08-05,72.5
2958,2016-08-06,77.0
2959,2016-08-07,76.5
2960,2016-08-08,75.5
2961,2016-08-09,75.0
2962,2016-08-10,78.0
2963,2016-08-11,81.0
2964,2016-08-12,82.0
2965,2016-08-13,83.0
2966,2016-08-14,83.0
2967,2016-08-15,80.5
2968,2016-08-16,80.0
2969,2016-08-17,79.5
2970,2016-08-18,77.5
2971,2016-08-19,77.5
2972,2016-08-20,77.0
2973,2016-08-21,78.0
2974,2016-08-22,71.0
2975,2016-08-23,71.0
2976,2016-08-24,74.0
2977,2016-08-25,72.5
2978,2016-08-26,80.5
2979,2016-08-27,77.0
2980,2016-08-28,76.0
2981,2016-08-29,78.0
2982,2016-08-30,75.0
2983,2016-08-31,72.0
2984,2016-09-01,73.5
2985,2016-09-02,71.5
2986,2016-09-03,69.0
2987,2016-09-04,69.5
2988,2016-09-05,71.5
2989,2016-09-06,74.5
2990,2016-09-07,75.5
2991,2016-09-08,76.0
2992,2016-09-09,80.0
2993,2016-09-10,79.5
2994,2016-09-11,73.5
2995,2016-09-12,67.5
2996,2016-09-13,69.0
2997,2016-09-14,75.5
2998,2016-09-15,65.5
2999,2016-09-16,64.5
3000,2016-09-17,65.5
3001,2016-09-18,73.5
3002,2016-09-19,69.5
3003,2016-09-20,73.0
3004,2016-09-21,73.5
3005,2016-09-22,73.0
3006,2016-09-23,72.5
3007,2016-09-24,64.0
3008,2016-09-25,60.5
3009,2016-09-26,62.5
3010,2016-09-27,66.5
3011,2016-09-28,63.0
3012,2016-09-29,61.5
3013,2016-09-30,59.5
3014,2016-10-01,60.0
3015,2016-10-02,59.5
3016,2016-10-03,64.0
3017,2016-10-04,62.5
3018,2016-10-05,59.5
3019,2016-10-06,62.0
3020,2016-10-07,63.0
3021,2016-10-08,62.5
3022,2016-10-09,58.5
3023,2016-10-10,54.5
3024,2016-10-11,54.0
3025,2016-10-12,57.5
3026,2016-10-13,58.5
3027,2016-10-14,54.0
3028,2016-10-15,55.0
3029,2016-10-16,59.0
3030,2016-10-17,68.0
3031,2016-10-18,70.5
3032,2016-10-19,71.0
3033,2016-10-20,65.0
3034,2016-10-21,66.5
3035,2016-10-22,51.5
3036,2016-10-23,52.0
3037,2016-10-24,53.0
3038,2016-10-25,47.0
3039,2016-10-26,44.0
3040,2016-10-27,48.0
3041,2016-10-28,45.0
3042,2016-10-29,50.0
3043,2016-10-30,62.0
3044,2016-10-31,48.5
3045,2016-11-01,50.0
3046,2016-11-02,58.5
3047,2016-11-03,62.0
3048,2016-11-04,53.5
3049,2016-11-05,52.0
3050,2016-11-06,50.5
3051,2016-11-07,46.0
3052,2016-11-08,53.0
3053,2016-11-09,52.0
3054,2016-11-10,47.0
3055,2016-11-11,50.0
3056,2016-11-12,41.5
3057,2016-11-13,48.5
3058,2016-11-14,50.5
3059,2016-11-15,49.0
3060,2016-11-16,52.0
3061,2016-11-17,53.5
3062,2016-11-18,52.0
3063,2016-11-19,53.0
3064,2016-11-20,39.0
3065,2016-11-21,37.5
3066,2016-11-22,38.0
3067,2016-11-23,38.0
3068,2016-11-24,43.0
3069,2016-11-25,45.0
3070,2016-11-26,45.0
3071,2016-11-27,43.0
3072,2016-11-28,43.5
3073,2016-11-29,52.5
3074,2016-11-30,53.0
3075,2016-12-01,47.5
3076,2016-12-02,44.5
3077,2016-12-03,42.5
3078,2016-12-04,40.5
3079,2016-12-05,43.0
3080,2016-12-06,41.0
3081,2016-12-07,42.0
3082,2016-12-08,38.5
3083,2016-12-09,34.5
3084,2016-12-10,32.0
3085,2016-12-11,31.5
3086,2016-12-12,40.5
3087,2016-12-13,37.0
3088,2016-12-14,37.0
3089,2016-12-15,27.0
3090,2016-12-16,22.0
3091,2016-12-17,31.5
3092,2016-12-18,42.5
3093,2016-12-19,27.5
3094,2016-12-20,25.5
3095,2016-12-21,33.5
3096,2016-12-22,39.5
3097,2016-12-23,39.5
3098,2016-12-24,41.0
3099,2016-12-25,42.0
3100,2016-12-26,39.0
3101,2016-12-27,49.5
3102,2016-12-28,36.0
3103,2016-12-29,38.5
3104,2016-12-30,35.5
3105,2016-12-31,35.5
3106,2017-01-01,41.0
3107,2017-01-02,38.5
3108,2017-01-03,41.0
3109,2017-01-04,41.5
3110,2017-01-05,30.0
3111,2017-01-06,29.5
3112,2017-01-07,23.5
3113,2017-01-08,19.5
3114,2017-01-09,17.0
3115,2017-01-10,29.0
3116,2017-01-11,43.5
3117,2017-01-12,52.0
3118,2017-01-13,43.0
3119,2017-01-14,29.5
3120,2017-01-15,33.0
3121,2017-01-16,33.0
3122,2017-01-17,37.5
3123,2017-01-18,38.0
3124,2017-01-19,41.0
3125,2017-01-20,39.5
3126,2017-01-21,44.5
3127,2017-01-22,43.0
3128,2017-01-23,40.0
3129,2017-01-24,38.0
3130,2017-01-25,39.5
3131,2017-01-26,44.5
3132,2017-01-27,37.5
3133,2017-01-28,35.0
3134,2017-01-29,36.5
3135,2017-01-30,32.0
3136,2017-01-31,28.5
3137,2017-02-01,38.0
3138,2017-02-02,36.0
3139,2017-02-03,29.0
3140,2017-02-04,27.5
3141,2017-02-05,35.0
3142,2017-02-06,38.0
3143,2017-02-07,37.5
3144,2017-02-08,47.0
3145,2017-02-09,28.5
3146,2017-02-10,23.5
3147,2017-02-11,34.5
3148,2017-02-12,33.0
3149,2017-02-13,32.0
3150,2017-02-14,32.0
3151,2017-02-15,37.5
3152,2017-02-16,31.5
3153,2017-02-17,32.5
3154,2017-02-18,42.5
3155,2017-02-19,51.0
3156,2017-02-20,43.5
3157,2017-02-21,39.0
3158,2017-02-22,44.5
3159,2017-02-23,49.0
3160,2017-02-24,55.5
3161,2017-02-25,53.0
3162,2017-02-26,38.0
3163,2017-02-27,41.0
3164,2017-02-28,47.0
3165,2017-03-01,56.5
3166,2017-03-02,45.5
3167,2017-03-03,31.0
3168,2017-03-04,24.0
3169,2017-03-05,24.5
3170,2017-03-06,33.0
3171,2017-03-07,43.5
3172,2017-03-08,49.0
3173,2017-03-09,49.5
3174,2017-03-10,33.0
3175,2017-03-11,21.5
3176,2017-03-12,22.5
3177,2017-03-13,24.5
3178,2017-03-14,28.0
3179,2017-03-15,22.0
3180,2017-03-16,28.0
3181,2017-03-17,32.0
3182,2017-03-18,34.5
3183,2017-03-19,36.5
3184,2017-03-20,39.5
3185,2017-03-21,43.0
3186,2017-03-22,32.0
3187,2017-03-23,31.0
3188,2017-03-24,40.0
3189,2017-03-25,46.0
3190,2017-03-26,39.0
3191,2017-03-27,44.5
3192,2017-03-28,43.5
3193,2017-03-29,47.0
3194,2017-03-30,42.5
3195,2017-03-31,39.5
3196,2017-04-01,40.5
3197,2017-04-02,46.0
3198,2017-04-03,48.5
3199,2017-04-04,48.0
3200,2017-04-05,47.5
3201,2017-04-06,45.0
3202,2017-04-07,42.0
3203,2017-04-08,43.5
3204,2017-04-09,48.5
3205,2017-04-10,55.5
3206,2017-04-11,60.5
3207,2017-04-12,59.5
3208,2017-04-13,52.0
3209,2017-04-14,52.0
3210,2017-04-15,52.5
3211,2017-04-16,65.0
3212,2017-04-17,60.0
3213,2017-04-18,53.5
3214,2017-04-19,47.5
3215,2017-04-20,55.5
3216,2017-04-21,51.5
3217,2017-04-22,51.5
3218,2017-04-23,52.5
3219,2017-04-24,50.0
3220,2017-04-25,51.5
3221,2017-04-26,56.0
3222,2017-04-27,58.5
3223,2017-04-28,63.5
3224,2017-04-29,67.5
3225,2017-04-30,55.5
3226,2017-05-01,56.5
3227,2017-05-02,62.0
3228,2017-05-03,54.5
3229,2017-05-04,52.0
3230,2017-05-05,54.0
3231,2017-05-06,56.0
3232,2017-05-07,49.0
3233,2017-05-08,48.5
3234,2017-05-09,50.5
3235,2017-05-10,52.5
3236,2017-05-11,51.5
3237,2017-05-12,52.0
3238,2017-05-13,48.0
3239,2017-05-14,54.5
3240,2017-05-15,56.0
3241,2017-05-16,61.5
3242,2017-05-17,68.0
3243,2017-05-18,75.0
3244,2017-05-19,74.0
3245,2017-05-20,56.5
3246,2017-05-21,56.5
3247,2017-05-22,57.0
3248,2017-05-23,60.0
3249,2017-05-24,61.0
3250,2017-05-25,56.5
3251,2017-05-26,62.5
3252,2017-05-27,61.5
3253,2017-05-28,61.5
3254,2017-05-29,56.5
3255,2017-05-30,56.5
3256,2017-05-31,63.5
3257,2017-06-01,65.0
3258,2017-06-02,62.5
3259,2017-06-03,62.0
3260,2017-06-04,60.5
3261,2017-06-05,63.0
3262,2017-06-06,54.0
3263,2017-06-07,57.5
3264,2017-06-08,60.0
3265,2017-06-09,64.5
3266,2017-06-10,69.5
3267,2017-06-11,74.0
3268,2017-06-12,77.0
3269,2017-06-13,79.0
3270,2017-06-14,71.5
3271,2017-06-15,66.5
3272,2017-06-16,64.0
3273,2017-06-17,67.0
3274,2017-06-18,73.5
3275,2017-06-19,75.0
3276,2017-06-20,73.5
3277,2017-06-21,72.0
3278,2017-06-22,70.5
3279,2017-06-23,75.5
3280,2017-06-24,75.5
3281,2017-06-25,71.5
3282,2017-06-26,68.0
3283,2017-06-27,67.5
3284,2017-06-28,67.0
3285,2017-06-29,70.0
3286,2017-06-30,75.5
3287,2017-07-01,74.0
3288,2017-07-02,75.0
3289,2017-07-03,74.0
3290,2017-07-04,73.0
3291,2017-07-05,72.5
3292,2017-07-06,70.5
3293,2017-07-07,71.5
3294,2017-07-08,73.5
3295,2017-07-09,71.0
3296,2017-07-10,72.5
3297,2017-07-11,75.5
3298,2017-07-12,78.0
3299,2017-07-13,79.0
3300,2017-07-14,67.5
3301,2017-07-15,74.5
3302,2017-07-16,74.0
3303,2017-07-17,75.5
3304,2017-07-18,76.0
3305,2017-07-19,81.5
3306,2017-07-20,85.5
3307,2017-07-21,85.0
3308,2017-07-22,84.0
3309,2017-07-23,77.0
3310,2017-07-24,69.0
3311,2017-07-25,67.5
3312,2017-07-26,71.5
3313,2017-07-27,71.5
3314,2017-07-28,77.0
3315,2017-07-29,72.5
3316,2017-07-30,72.5
3317,2017-07-31,78.5
3318,2017-08-01,81.5
3319,2017-08-02,79.0
3320,2017-08-03,78.5
3321,2017-08-04,79.0
3322,2017-08-05,76.5
3323,2017-08-06,72.5
3324,2017-08-07,69.5
3325,2017-08-08,72.5
3326,2017-08-09,76.5
3327,2017-08-10,77.0
3328,2017-08-11,75.5
3329,2017-08-12,74.0
3330,2017-08-13,77.5
3331,2017-08-14,76.5
3332,2017-08-15,75.0
3333,2017-08-16,78.5
