,date,Temperature(F)
3334,2017-08-17,76.5
3335,2017-08-18,80.5
3336,2017-08-19,81.0
3337,2017-08-20,77.0
3338,2017-08-21,80.5
3339,2017-08-22,82.5
3340,2017-08-23,77.5
3341,2017-08-24,74.5
3342,2017-08-25,71.5
3343,2017-08-26,71.0
3344,2017-08-27,70.5
3345,2017-08-28,70.0
3346,2017-08-29,66.0
3347,2017-08-30,70.0
3348,2017-08-31,73.5
3349,2017-09-01,63.5
3350,2017-09-02,63.0
3351,2017-09-03,66.0
3352,2017-09-04,72.0
3353,2017-09-05,77.5
3354,2017-09-06,67.5
3355,2017-09-07,67.0
3356,2017-09-08,66.0
3357,2017-09-09,64.0
3358,2017-09-10,65.5
3359,2017-09-11,68.0
3360,2017-09-12,72.0
3361,2017-09-13,73.0
3362,2017-09-14,74.5
3363,2017-09-15,75.5
3364,2017-09-16,75.0
3365,2017-09-17,74.5
3366,2017-09-18,71.5
3367,2017-09-19,71.5
3368,2017-09-20,74.0
3369,2017-09-21,75.5
3370,2017-09-22,72.5
3371,2017-09-23,76.0
3372,2017-09-24,79.0
3373,2017-09-25,78.5
3374,2017-09-26,76.0
3375,2017-09-27,77.5
3376,2017-09-28,69.0
3377,2017-09-29,63.5
3378,2017-09-30,59.5
3379,2017-10-01,60.0
3380,2017-10-02,63.5
3381,2017-10-03,63.5
3382,2017-10-04,66.0
3383,2017-10-05,72.0
3384,2017-10-06,74.5
3385,2017-10-07,72.5
3386,2017-10-08,74.5
3387,2017-10-09,73.5
3388,2017-10-10,73.0
3389,2017-10-11,70.0
3390,2017-10-12,61.0
3391,2017-10-13,60.0
3392,2017-10-14,67.0
3393,2017-10-15,68.0
3394,2017-10-16,60.0
3395,2017-10-17,52.0
3396,2017-10-18,61.0
3397,2017-10-19,63.0
3398,2017-10-20,65.5
3399,2017-10-21,67.5
3400,2017-10-22,66.0
3401,2017-10-23,66.5
3402,2017-10-24,69.0
3403,2017-10-25,62.5
3404,2017-10-26,55.0
3405,2017-10-27,55.5
3406,2017-10-28,61.5
3407,2017-10-29,64.5
3408,2017-10-30,55.5
3409,2017-10-31,52.5
3410,2017-11-01,52.5
3411,2017-11-02,63.5
3412,2017-11-03,62.5
3413,2017-11-04,51.0
3414,2017-11-05,57.5
3415,2017-11-06,58.0
3416,2017-11-07,45.5
3417,2017-11-08,44.0
3418,2017-11-09,48.0
3419,2017-11-10,39.5
3420,2017-11-11,31.5
3421,2017-11-12,40.0
3422,2017-11-13,44.5
3423,2017-11-14,41.5
3424,2017-11-15,43.0
3425,2017-11-16,51.5
3426,2017-11-17,43.0
3427,2017-11-18,45.5
3428,2017-11-19,50.0
3429,2017-11-20,41.5
3430,2017-11-21,49.5
3431,2017-11-22,45.5
3432,2017-11-23,37.5
3433,2017-11-24,42.5
3434,2017-11-25,48.0
3435,2017-11-26,45.5
3436,2017-11-27,44.5
3437,2017-11-28,44.0
3438,2017-11-29,52.5
3439,2017-11-30,44.5
3440,2017-12-01,47.0
3441,2017-12-02,43.0
3442,2017-12-03,45.0
3443,2017-12-04,44.5
3444,2017-12-05,53.0
3445,2017-12-06,49.0
3446,2017-12-07,41.5
3447,2017-12-08,37.0
3448,2017-12-09,33.5
3449,2017-12-10,33.0
3450,2017-12-11,36.5
3451,2017-12-12,38.0
3452,2017-12-13,26.0
3453,2017-12-14,27.5
3454,2017-12-15,24.5
3455,2017-12-16,31.0
3456,2017-12-17,33.0
3457,2017-12-18,38.5
3458,2017-12-19,46.0
3459,2017-12-20,42.0
3460,2017-12-21,36.0
3461,2017-12-22,40.0
3462,2017-12-23,44.5
3463,2017-12-24,39.0
3464,2017-12-25,35.0
3465,2017-12-26,26.0
3466,2017-12-27,21.0
3467,2017-12-28,16.0
3468,2017-12-29,17.5
3469,2017-12-30,21.5
3470,2017-12-31,16.0
3471,2018-01-01,13.0
3472,2018-01-02,19.0
3473,2018-01-03,21.5
3474,2018-01-04,23.5
3475,2018-01-05,13.5
3476,2018-01-06,10.0
3477,2018-01-07,10.5
3478,2018-01-08,23.5
3479,2018-01-09,34.0
3480,2018-01-10,32.0
3481,2018-01-11,39.5
3482,2018-01-12,49.0
3483,2018-01-13,38.5
3484,2018-01-14,20.0
3485,2018-01-15,23.5
3486,2018-01-16,30.0
3487,2018-01-17,29.5
3488,2018-01-18,26.0
3489,2018-01-19,31.0
3490,2018-01-20,41.0
3491,2018-01-21,41.0
3492,2018-01-22,41.5
3493,2018-01-23,46.0
3494,2018-01-24,35.5
3495,2018-01-25,28.5
3496,2018-01-26,31.0
3497,2018-01-27,41.5
3498,2018-01-28,45.0
3499,2018-01-29,39.5
3500,2018-01-30,30.0
3501,2018-01-31,25.0
3502,2018-02-01,35.5
3503,2018-02-02,28.0
3504,2018-02-03,23.0
3505,2018-02-04,34.0
3506,2018-02-05,32.0
3507,2018-02-06,31.5
3508,2018-02-07,35.0
3509,2018-02-08,28.5
3510,2018-02-09,30.5
3511,2018-02-10,39.0
3512,2018-02-11,47.0
3513,2018-02-12,43.0
3514,2018-02-13,30.5
3515,2018-02-14,41.0
3516,2018-02-15,48.0
3517,2018-02-16,45.5
3518,2018-02-17,33.5
3519,2018-02-18,38.0
3520,2018-02-19,41.5
3521,2018-02-20,52.0
3522,2018-02-21,60.5
3523,2018-02-22,44.5
3524,2018-02-23,38.0
3525,2018-02-24,44.5
3526,2018-02-25,42.5
3527,2018-02-26,45.5
3528,2018-02-27,45.0
3529,2018-02-28,48.0
3530,2018-03-01,50.0
3531,2018-03-02,40.0
3532,2018-03-03,40.5
3533,2018-03-04,37.5
3534,2018-03-05,37.5
3535,2018-03-06,38.5
3536,2018-03-07,35.0
3537,2018-03-08,34.0
3538,2018-03-09,34.5
3539,2018-03-10,35.5
3540,2018-03-11,37.5
3541,2018-03-12,36.5
3542,2018-03-13,35.5
3543,2018-03-14,34.5
3544,2018-03-15,37.0
3545,2018-03-16,34.5
3546,2018-03-17,36.5
3547,2018-03-18,35.0
3548,2018-03-19,38.0
3549,2018-03-20,34.5
3550,2018-03-21,34.5
3551,2018-03-22,38.0
3552,2018-03-23,40.5
3553,2018-03-24,40.5
3554,2018-03-25,38.5
3555,2018-03-26,40.5
3556,2018-03-27,38.5
3557,2018-03-28,45.0
3558,2018-03-29,48.5
3559,2018-03-30,48.5
3560,2018-03-31,46.0
3561,2018-04-01,49.0
3562,2018-04-02,37.0
3563,2018-04-03,39.5
3564,2018-04-04,46.5
3565,2018-04-05,38.5
3566,2018-04-06,47.0
3567,2018-04-07,41.5
3568,2018-04-08,37.0
3569,2018-04-09,39.0
3570,2018-04-10,42.5
3571,2018-04-11,43.5
3572,2018-04-12,50.0
3573,2018-04-13,64.0
3574,2018-04-14,57.5
3575,2018-04-15,41.0
3576,2018-04-16,48.0
3577,2018-04-17,42.5
3578,2018-04-18,43.5
3579,2018-04-19,43.0
3580,2018-04-20,42.5
3581,2018-04-21,47.5
3582,2018-04-22,52.5
3583,2018-04-23,53.5
3584,2018-04-24,53.5
3585,2018-04-25,53.5
3586,2018-04-26,58.0
3587,2018-04-27,52.5
3588,2018-04-28,56.5
3589,2018-04-29,51.0
3590,2018-04-30,48.5
3591,2018-05-01,60.0
3592,2018-05-02,70.5
3593,2018-05-03,74.5
3594,2018-05-04,73.0
3595,2018-05-05,65.0
3596,2018-05-06,60.0
3597,2018-05-07,63.0
3598,2018-05-08,61.0
3599,2018-05-09,62.0
3600,2018-05-10,62.0
3601,2018-05-11,64.5
3602,2018-05-12,57.5
3603,2018-05-13,54.0
3604,2018-05-14,61.5
3605,2018-05-15,70.5
3606,2018-05-16,60.0
3607,2018-05-17,61.5
3608,2018-05-18,59.5
3609,2018-05-19,54.0
3610,2018-05-20,67.0
3611,2018-05-21,67.0
3612,2018-05-22,62.0
3613,2018-05-23,67.5
3614,2018-05-24,72.0
3615,2018-05-25,74.0
3616,2018-05-26,78.0
3617,2018-05-27,64.5
3618,2018-05-28,64.0
3619,2018-05-29,74.0
3620,2018-05-30,68.5
3621,2018-05-31,64.5
3622,2018-06-01,72.0
3623,2018-06-02,75.5
3624,2018-06-03,61.5
3625,2018-06-04,61.0
3626,2018-06-05,66.5
3627,2018-06-06,63.0
3628,2018-06-07,64.5
3629,2018-06-08,69.0
3630,2018-06-09,72.0
3631,2018-06-10,64.5
3632,2018-06-11,65.5
3633,2018-06-12,66.0
3634,2018-06-13,68.5
3635,2018-06-14,74.0
3636,2018-06-15,68.5
3637,2018-06-16,73.0
3638,2018-06-17,78.0
3639,2018-06-18,80.0
3640,2018-06-19,78.5
3641,2018-06-20,75.5
3642,2018-06-21,76.0
3643,2018-06-22,70.5
3644,2018-06-23,66.5
3645,2018-06-24,73.0
3646,2018-06-25,73.5
3647,2018-06-26,71.0
3648,2018-06-27,70.5
3649,2018-06-28,76.5
3650,2018-06-29,80.5
3651,2018-06-30,83.0
3652,2018-07-01,87.0
3653,2018-07-02,85.5
3654,2018-07-03,85.5
3655,2018-07-04,82.5
3656,2018-07-05,82.5
3657,2018-07-06,79.0
3658,2018-07-07,71.0
3659,2018-07-08,75.0
3660,2018-07-09,77.5
3661,2018-07-10,81.5
3662,2018-07-11,79.0
3663,2018-07-12,76.5
3664,2018-07-13,76.5
3665,2018-07-14,80.5
3666,2018-07-15,80.0
3667,2018-07-16,82.5
3668,2018-07-17,80.0
3669,2018-07-18,77.5
3670,2018-07-19,77.0
3671,2018-07-20,76.5
3672,2018-07-21,73.0
3673,2018-07-22,78.0
3674,2018-07-23,78.5
3675,2018-07-24,79.0
3676,2018-07-25,78.0
3677,2018-07-26,80.0
3678,2018-07-27,80.5
3679,2018-07-28,81.0
3680,2018-07-29,78.5
3681,2018-07-30,77.0
3682,2018-07-31,76.5
3683,2018-08-01,81.0
3684,2018-08-02,83.0
3685,2018-08-03,81.0
3686,2018-08-04,82.0
3687,2018-08-05,84.5
3688,2018-08-06,86.5
3689,2018-08-07,85.0
3690,2018-08-08,84.5
3691,2018-08-09,83.5
3692,2018-08-10,82.5
3693,2018-08-11,77.0
3694,2018-08-12,78.5
3695,2018-08-13,74.5
3696,2018-08-14,78.0
3697,2018-08-15,80.0
3698,2018-08-16,84.0
3699,2018-08-17,82.5
3700,2018-08-18,80.0
3701,2018-08-19,71.0
3702,2018-08-20,72.0
3703,2018-08-21,74.0
3704,2018-08-22,78.5
3705,2018-08-23,73.5
3706,2018-08-24,77.0
3707,2018-08-25,75.0
3708,2018-08-26,77.0
3709,2018-08-27,82.5
3710,2018-08-28,86.0
3711,2018-08-29,87.0
3712,2018-08-30,83.0
3713,2018-08-31,74.0
3714,2018-09-01,74.0
3715,2018-09-02,76.5
3716,2018-09-03,82.5
3717,2018-09-04,85.0
3718,2018-09-05,83.0
3719,2018-09-06,84.0
3720,2018-09-07,74.5
3721,2018-09-08,67.5
3722,2018-09-09,62.0
3723,2018-09-10,62.5
3724,2018-09-11,71.5
3725,2018-09-12,75.5
3726,2018-09-13,73.0
3727,2018-09-14,72.5
3728,2018-09-15,75.0
3729,2018-09-16,77.0
3730,2018-09-17,74.5
3731,2018-09-18,76.5
3732,2018-09-19,75.0
3733,2018-09-20,69.0
3734,2018-09-21,70.5
3735,2018-09-22,69.0
3736,2018-09-23,63.0
3737,2018-09-24,63.5
3738,2018-09-25,65.5
3739,2018-09-26,75.5
3740,2018-09-27,67.5
3741,2018-09-28,62.5
3742,2018-09-29,67.0
3743,2018-09-30,65.0
3744,2018-10-01,71.0
3745,2018-10-02,72.5
3746,2018-10-03,70.5
3747,2018-10-04,71.5
3748,2018-10-05,65.5
3749,2018-10-06,66.0
3750,2018-10-07,73.0
3751,2018-10-08,67.5
3752,2018-10-09,72.0
3753,2018-10-10,74.5
3754,2018-10-11,74.5
3755,2018-10-12,61.5
3756,2018-10-13,53.5
3757,2018-10-14,55.0
3758,2018-10-15,61.0
3759,2018-10-16,54.0
3760,2018-10-17,56.0
3761,2018-10-18,47.0
3762,2018-10-19,52.5
3763,2018-10-20,59.0
3764,2018-10-21,47.5
3765,2018-10-22,47.5
3766,2018-10-23,56.5
3767,2018-10-24,50.0
3768,2018-10-25,46.5
3769,2018-10-26,45.0
3770,2018-10-27,50.0
3771,2018-10-28,50.0
3772,2018-10-29,52.5
3773,2018-10-30,50.0
3774,2018-10-31,55.5
3775,2018-11-01,62.5
3776,2018-11-02,66.0
3777,2018-11-03,57.0
3778,2018-11-04,50.0
3779,2018-11-05,52.0
3780,2018-11-06,53.5
3781,2018-11-07,57.0
3782,2018-11-08,51.0
3783,2018-11-09,48.0
3784,2018-11-10,43.5
3785,2018-11-11,41.0
3786,2018-11-12,43.5
3787,2018-11-13,46.0
3788,2018-11-14,37.5
3789,2018-11-15,35.0
3790,2018-11-16,40.0
3791,2018-11-17,42.5
3792,2018-11-18,41.0
3793,2018-11-19,45.5
3794,2018-11-20,43.0
3795,2018-11-21,37.5
3796,2018-11-22,24.5
3797,2018-11-23,25.0
3798,2018-11-24,39.5
3799,2018-11-25,48.5
3800,2018-11-26,47.0
3801,2018-11-27,40.5
3802,2018-11-28,39.0
3803,2018-11-29,41.5
3804,2018-11-30,39.0
3805,2018-12-01,40.5
3806,2018-12-02,48.0
3807,2018-12-03,49.5
3808,2018-12-04,38.5
3809,2018-12-05,32.5
3810,2018-12-06,35.5
3811,2018-12-07,34.0
3812,2018-12-08,30.5
3813,2018-12-09,32.0
3814,2018-12-10,34.0
3815,2018-12-11,34.0
3816,2018-12-12,36.5
3817,2018-12-13,37.5
3818,2018-12-14,43.0
3819,2018-12-15,47.0
3820,2018-12-16,42.0
3821,2018-12-17,41.5
3822,2018-12-18,34.5
3823,2018-12-19,33.5
3824,2018-12-20,41.5
3825,2018-12-21,56.5
3826,2018-12-22,45.0
3827,2018-12-23,39.0
3828,2018-12-24,39.0
3829,2018-12-25,37.0
3830,2018-12-26,37.5
3831,2018-12-27,38.0
3832,2018-12-28,48.5
3833,2018-12-29,46.0
3834,2018-12-30,37.0
3835,2018-12-31,37.5
3836,2019-01-01,49.5
3837,2019-01-02,36.0
3838,2019-01-03,37.5
3839,2019-01-04,39.5
3840,2019-01-05,40.5
3841,2019-01-06,41.5
3842,2019-01-07,30.5
3843,2019-01-08,44.0
3844,2019-01-09,40.5
3845,2019-01-10,34.0
3846,2019-01-11,26.0
3847,2019-01-12,28.5
3848,2019-01-13,30.0
3849,2019-01-14,27.0
3850,2019-01-15,30.5
3851,2019-01-16,33.5
3852,2019-01-17,26.5
3853,2019-01-18,36.0
3854,2019-01-19,31.5
3855,2019-01-20,36.0
3856,2019-01-21,9.0
3857,2019-01-22,18.0
3858,2019-01-23,36.5
3859,2019-01-24,46.5
3860,2019-01-25,31.5
3861,2019-01-26,26.5
3862,2019-01-27,38.5
3863,2019-01-28,28.0
3864,2019-01-29,37.0
3865,2019-01-30,25.5
3866,2019-01-31,12.5
3867,2019-02-01,17.0
3868,2019-02-02,25.0
3869,2019-02-03,36.5
3870,2019-02-04,40.5
3871,2019-02-05,47.0
3872,2019-02-06,38.0
3873,2019-02-07,42.0
3874,2019-02-08,46.5
3875,2019-02-09,26.0
3876,2019-02-10,30.0
3877,2019-02-11,35.0
3878,2019-02-12,29.0
3879,2019-02-13,38.5
3880,2019-02-14,38.5
3881,2019-02-15,46.5
3882,2019-02-16,39.5
3883,2019-02-17,31.5
3884,2019-02-18,38.5
3885,2019-02-19,29.5
3886,2019-02-20,25.5
3887,2019-02-21,42.0
3888,2019-02-22,38.5
3889,2019-02-23,33.5
3890,2019-02-24,47.0
3891,2019-02-25,37.5
3892,2019-02-26,31.5
3893,2019-02-27,27.0
3894,2019-02-28,31.5
3895,2019-03-01,31.5
3896,2019-03-02,32.5
3897,2019-03-03,33.5
3898,2019-03-04,29.5
3899,2019-03-05,23.5
3900,2019-03-06,21.5
3901,2019-03-07,23.5
3902,2019-03-08,26.5
3903,2019-03-09,33.5
3904,2019-03-10,34.0
3905,2019-03-11,39.5
3906,2019-03-12,37.5
3907,2019-03-13,40.0
3908,2019-03-14,47.0
3909,2019-03-15,56.5
3910,2019-03-16,45.0
3911,2019-03-17,40.5
3912,2019-03-18,40.5
3913,2019-03-19,42.5
3914,2019-03-20,45.5
3915,2019-03-21,47.0
3916,2019-03-22,44.5
3917,2019-03-23,41.0
3918,2019-03-24,48.0
3919,2019-03-25,48.0
3920,2019-03-26,41.5
3921,2019-03-27,41.5
3922,2019-03-28,46.0
3923,2019-03-29,53.5
3924,2019-03-30,61.0
3925,2019-03-31,49.0
3926,2019-04-01,41.0
3927,2019-04-02,44.5
3928,2019-04-03,52.5
3929,2019-04-04,50.5
3930,2019-04-05,40.5
3931,2019-04-06,55.0
3932,2019-04-07,58.5
3933,2019-04-08,65.5
3934,2019-04-09,57.0
3935,2019-04-10,53.5
3936,2019-04-11,48.0
3937,2019-04-12,58.5
3938,2019-04-13,69.0
3939,2019-04-14,63.5
3940,2019-04-15,57.0
3941,2019-04-16,54.5
3942,2019-04-17,53.5
3943,2019-04-18,60.5
3944,2019-04-19,64.5
3945,2019-04-20,63.5
3946,2019-04-21,64.5
3947,2019-04-22,61.0
3948,2019-04-23,67.0
3949,2019-04-24,62.0
3950,2019-04-25,60.5
3951,2019-04-26,61.5
3952,2019-04-27,53.5
3953,2019-04-28,43.5
3954,2019-04-29,53.5
3955,2019-04-30,61.0
3956,2019-05-01,54.0
3957,2019-05-02,66.0
3958,2019-05-03,58.0
3959,2019-05-04,65.0
3960,2019-05-05,51.5
3961,2019-05-06,63.0
3962,2019-05-07,67.0
3963,2019-05-08,65.5
3964,2019-05-09,57.5
3965,2019-05-10,65.5
3966,2019-05-11,66.0
3967,2019-05-12,50.0
3968,2019-05-13,44.5
3969,2019-05-14,50.0
3970,2019-05-15,58.0
3971,2019-05-16,65.5
3972,2019-05-17,69.5
3973,2019-05-18,70.5
3974,2019-05-19,72.5
3975,2019-05-20,79.5
3976,2019-05-21,65.0
3977,2019-05-22,71.0
3978,2019-05-23,72.0
3979,2019-05-24,70.0
3980,2019-05-25,67.5
3981,2019-05-26,77.0
3982,2019-05-27,77.5
3983,2019-05-28,73.5
3984,2019-05-29,76.0
3985,2019-05-30,71.0
3986,2019-05-31,75.5
3987,2019-06-01,77.5
3988,2019-06-02,76.5
3989,2019-06-03,68.0
3990,2019-06-04,68.0
3991,2019-06-05,76.0
3992,2019-06-06,78.5
3993,2019-06-07,78.5
3994,2019-06-08,79.0
3995,2019-06-09,73.0
3996,2019-06-10,66.5
3997,2019-06-11,73.0
3998,2019-06-12,70.0
3999,2019-06-13,64.5
4000,2019-06-14,68.0
4001,2019-06-15,73.5
4002,2019-06-16,78.5
4003,2019-06-17,75.0
4004,2019-06-18,73.5
4005,2019-06-19,73.5
4006,2019-06-20,78.5
4007,2019-06-21,73.0
4008,2019-06-22,74.0
4009,2019-06-23,77.5
4010,2019-06-24,79.5
4011,2019-06-25,79.5
4012,2019-06-26,82.5
4013,2019-06-27,86.5
4014,2019-06-28,86.5
4015,2019-06-29,86.0
4016,2019-06-30,79.5
4017,2019-07-01,80.5
