,Date,Area,Prod
137,2006-07-01,Indiana,0.179
138,2006-06-01,Indiana,0.254
139,2006-05-01,Indiana,0.246
140,2006-04-01,Indiana,0.234
141,2006-03-01,Indiana,0.246
142,2006-02-01,Indiana,0.211
143,2006-01-01,Indiana,0.218
0,2017-12-01,Kansas,14.428
1,2017-11-01,Kansas,14.439
2,2017-10-01,Kansas,15.069
3,2017-09-01,Kansas,16.417
4,2017-08-01,Kansas,17.02
5,2017-07-01,Kansas,17.274
6,2017-06-01,Kansas,16.77
7,2017-05-01,Kansas,16.901
8,2017-04-01,Kansas,16.561
9,2017-03-01,Kansas,17.527
10,2017-02-01,Kansas,15.912
11,2017-01-01,Kansas,17.542
12,2016-12-01,Kansas,18.424
13,2016-11-01,Kansas,17.444
14,2016-10-01,Kansas,18.498
15,2016-09-01,Kansas,19.406
16,2016-08-01,Kansas,18.837
17,2016-07-01,Kansas,19.075
18,2016-06-01,Kansas,18.61
19,2016-05-01,Kansas,19.376
20,2016-04-01,Kansas,18.849
21,2016-03-01,Kansas,19.86
22,2016-02-01,Kansas,18.549
23,2016-01-01,Kansas,19.962
24,2015-12-01,Kansas,20.482
25,2015-11-01,Kansas,20.498
26,2015-10-01,Kansas,21.787
27,2015-09-01,Kansas,21.263
28,2015-08-01,Kansas,22.209
29,2015-07-01,Kansas,22.154
30,2015-06-01,Kansas,21.727
31,2015-05-01,Kansas,22.53
32,2015-04-01,Kansas,21.964
33,2015-03-01,Kansas,25.35
34,2015-02-01,Kansas,23.257
35,2015-01-01,Kansas,25.905
36,2014-12-01,Kansas,22.788
37,2014-11-01,Kansas,22.533
38,2014-10-01,Kansas,23.585
39,2014-09-01,Kansas,22.796
40,2014-08-01,Kansas,23.315
41,2014-07-01,Kansas,23.115
42,2014-06-01,Kansas,22.172
43,2014-05-01,Kansas,22.974
44,2014-04-01,Kansas,22.016
45,2014-03-01,Kansas,22.413
46,2014-02-01,Kansas,19.764
47,2014-01-01,Kansas,22.495
48,2013-12-01,Kansas,22.572
49,2013-11-01,Kansas,22.546
50,2013-10-01,Kansas,23.973
51,2013-09-01,Kansas,23.151
52,2013-08-01,Kansas,25.467
53,2013-07-01,Kansas,23.584
54,2013-06-01,Kansas,22.595
55,2013-05-01,Kansas,23.447
56,2013-04-01,Kansas,22.59
57,2013-03-01,Kansas,23.111
58,2013-02-01,Kansas,20.792
59,2013-01-01,Kansas,23.194
60,2012-12-01,Kansas,22.946
61,2012-11-01,Kansas,22.602
62,2012-10-01,Kansas,23.34
63,2012-09-01,Kansas,22.455
64,2012-08-01,Kansas,23.24
65,2012-07-01,Kansas,23.357
66,2012-06-01,Kansas,22.858
67,2012-05-01,Kansas,23.456
68,2012-04-01,Kansas,22.557
69,2012-03-01,Kansas,23.368
70,2012-02-01,Kansas,21.694
71,2012-01-01,Kansas,23.208
72,2011-12-01,Kansas,22.568
73,2011-11-01,Kansas,22.685
74,2011-10-01,Kansas,23.637
75,2011-09-01,Kansas,23.305
76,2011-08-01,Kansas,24.072
77,2011-07-01,Kansas,23.94
78,2011-06-01,Kansas,23.597
79,2011-05-01,Kansas,24.479
80,2011-04-01,Kansas,24.01
81,2011-03-01,Kansas,24.612
82,2011-02-01,Kansas,21.536
83,2011-01-01,Kansas,24.879
84,2010-12-01,Kansas,25.072
85,2010-11-01,Kansas,24.56
86,2010-10-01,Kansas,25.528
87,2010-09-01,Kansas,24.446
88,2010-08-01,Kansas,25.69
89,2010-07-01,Kansas,24.848
90,2010-06-01,Kansas,24.881
91,2010-05-01,Kansas,22.913
92,2010-04-01,Kansas,25.013
93,2010-03-01,Kansas,25.958
94,2010-02-01,Kansas,23.787
95,2010-01-01,Kansas,25.774
96,2009-12-01,Kansas,25.597
97,2009-11-01,Kansas,26.261
98,2009-10-01,Kansas,27.198
99,2009-09-01,Kansas,26.932
100,2009-08-01,Kansas,28.17
101,2009-07-01,Kansas,27.149
102,2009-06-01,Kansas,26.975
103,2009-05-01,Kansas,28.433
104,2009-04-01,Kansas,27.223
105,2009-03-01,Kansas,28.387
106,2009-02-01,Kansas,26.305
107,2009-01-01,Kansas,28.859
108,2008-12-01,Kansas,28.092
109,2008-11-01,Kansas,30.304
110,2008-10-01,Kansas,29.371
111,2008-09-01,Kansas,28.775
112,2008-08-01,Kansas,29.49
113,2008-07-01,Kansas,29.479
114,2008-06-01,Kansas,28.278
115,2008-05-01,Kansas,27.862
116,2008-04-01,Kansas,28.317
117,2008-03-01,Kansas,29.485
118,2008-02-01,Kansas,27.49
119,2008-01-01,Kansas,29.063
120,2007-12-01,Kansas,27.028
121,2007-11-01,Kansas,26.382
122,2007-10-01,Kansas,27.425
123,2007-09-01,Kansas,26.819
124,2007-08-01,Kansas,28.833
125,2007-07-01,Kansas,29.025
126,2007-06-01,Kansas,28.883
127,2007-05-01,Kansas,29.344
128,2007-04-01,Kansas,28.6
129,2007-03-01,Kansas,29.381
130,2007-02-01,Kansas,26.41
131,2007-01-01,Kansas,29.683
132,2006-12-01,Kansas,27.244
133,2006-11-01,Kansas,26.611
134,2006-10-01,Kansas,27.603
135,2006-09-01,Kansas,26.997
136,2006-08-01,Kansas,29.033
137,2006-07-01,Kansas,29.222
138,2006-06-01,Kansas,29.084
139,2006-05-01,Kansas,29.602
140,2006-04-01,Kansas,28.81
141,2006-03-01,Kansas,29.613
142,2006-02-01,Kansas,26.619
143,2006-01-01,Kansas,29.881
0,2017-12-01,Kentucky,7.052
1,2017-11-01,Kentucky,6.573
2,2017-10-01,Kentucky,6.494
3,2017-09-01,Kentucky,6.858
4,2017-08-01,Kentucky,6.659
5,2017-07-01,Kentucky,6.818
6,2017-06-01,Kentucky,6.863
7,2017-05-01,Kentucky,7.23
8,2017-04-01,Kentucky,6.997
9,2017-03-01,Kentucky,7.447
10,2017-02-01,Kentucky,6.656
11,2017-01-01,Kentucky,7.679
12,2016-12-01,Kentucky,7.677
13,2016-11-01,Kentucky,7.159
14,2016-10-01,Kentucky,7.083
15,2016-09-01,Kentucky,6.945
16,2016-08-01,Kentucky,7.212
17,2016-07-01,Kentucky,6.78
18,2016-06-01,Kentucky,6.423
19,2016-05-01,Kentucky,7.278
20,2016-04-01,Kentucky,6.844
21,2016-03-01,Kentucky,8.153
22,2016-02-01,Kentucky,7.579
23,2016-01-01,Kentucky,7.292
24,2015-12-01,Kentucky,7.187
25,2015-11-01,Kentucky,6.172
26,2015-10-01,Kentucky,6.948
27,2015-09-01,Kentucky,6.878
28,2015-08-01,Kentucky,7.368
29,2015-07-01,Kentucky,7.651
30,2015-06-01,Kentucky,7.465
31,2015-05-01,Kentucky,7.613
32,2015-04-01,Kentucky,7.527
33,2015-03-01,Kentucky,8.122
34,2015-02-01,Kentucky,8.138
35,2015-01-01,Kentucky,8.763
36,2014-12-01,Kentucky,7.998
37,2014-11-01,Kentucky,6.955
38,2014-10-01,Kentucky,7.607
39,2014-09-01,Kentucky,7.149
40,2014-08-01,Kentucky,7.575
41,2014-07-01,Kentucky,7.006
42,2014-06-01,Kentucky,6.768
43,2014-05-01,Kentucky,7.595
44,2014-04-01,Kentucky,6.029
45,2014-03-01,Kentucky,7.335
46,2014-02-01,Kentucky,6.879
47,2014-01-01,Kentucky,7.723
48,2013-12-01,Kentucky,7.491
49,2013-11-01,Kentucky,7.24
50,2013-10-01,Kentucky,7.487
51,2013-09-01,Kentucky,7.247
52,2013-08-01,Kentucky,7.488
53,2013-07-01,Kentucky,7.486
54,2013-06-01,Kentucky,7.255
55,2013-05-01,Kentucky,7.496
56,2013-04-01,Kentucky,7.253
57,2013-03-01,Kentucky,7.501
58,2013-02-01,Kentucky,6.774
59,2013-01-01,Kentucky,7.501
60,2012-12-01,Kentucky,8.429
61,2012-11-01,Kentucky,8.152
62,2012-10-01,Kentucky,8.425
63,2012-09-01,Kentucky,8.154
64,2012-08-01,Kentucky,8.429
65,2012-07-01,Kentucky,8.426
66,2012-06-01,Kentucky,8.168
67,2012-05-01,Kentucky,8.437
68,2012-04-01,Kentucky,8.167
69,2012-03-01,Kentucky,8.438
70,2012-02-01,Kentucky,7.895
71,2012-01-01,Kentucky,8.429
72,2011-12-01,Kentucky,12.294
73,2011-11-01,Kentucky,9.79
74,2011-10-01,Kentucky,9.096
75,2011-09-01,Kentucky,9.774
76,2011-08-01,Kentucky,8.759
77,2011-07-01,Kentucky,10.917
78,2011-06-01,Kentucky,9.444
79,2011-05-01,Kentucky,8.658
80,2011-04-01,Kentucky,10.611
81,2011-03-01,Kentucky,11.35
82,2011-02-01,Kentucky,9.704
83,2011-01-01,Kentucky,9.162
84,2010-12-01,Kentucky,12.261
85,2010-11-01,Kentucky,4.638
86,2010-10-01,Kentucky,18.92
87,2010-09-01,Kentucky,11.091
88,2010-08-01,Kentucky,9.979
89,2010-07-01,Kentucky,11.821
90,2010-06-01,Kentucky,9.94
91,2010-05-01,Kentucky,10.652
92,2010-04-01,Kentucky,10.287
93,2010-03-01,Kentucky,4.128
94,2010-02-01,Kentucky,17.124
95,2010-01-01,Kentucky,9.912
96,2009-12-01,Kentucky,12.318
97,2009-11-01,Kentucky,9.907
98,2009-10-01,Kentucky,10.245
99,2009-09-01,Kentucky,11.461
100,2009-08-01,Kentucky,10.861
101,2009-07-01,Kentucky,3.106
102,2009-06-01,Kentucky,10.773
103,2009-05-01,Kentucky,12.194
104,2009-04-01,Kentucky,4.959
105,2009-03-01,Kentucky,4.388
106,2009-02-01,Kentucky,12.215
107,2009-01-01,Kentucky,7.603
108,2008-12-01,Kentucky,5.923
109,2008-11-01,Kentucky,14.157
110,2008-10-01,Kentucky,8.568
111,2008-09-01,Kentucky,8.504
112,2008-08-01,Kentucky,11.552
113,2008-07-01,Kentucky,14.157
114,2008-06-01,Kentucky,9.27
115,2008-05-01,Kentucky,9.59
116,2008-04-01,Kentucky,8.78
117,2008-03-01,Kentucky,8.501
118,2008-02-01,Kentucky,7.491
119,2008-01-01,Kentucky,5.222
120,2007-12-01,Kentucky,9.74
121,2007-11-01,Kentucky,7.873
122,2007-10-01,Kentucky,7.263
123,2007-09-01,Kentucky,7.953
124,2007-08-01,Kentucky,8.146
125,2007-07-01,Kentucky,1.236
126,2007-06-01,Kentucky,13.07
127,2007-05-01,Kentucky,9.59
128,2007-04-01,Kentucky,2.999
129,2007-03-01,Kentucky,11.028
130,2007-02-01,Kentucky,11.177
131,2007-01-01,Kentucky,3.406
132,2006-12-01,Kentucky,11.496
133,2006-11-01,Kentucky,7.527
134,2006-10-01,Kentucky,2.755
135,2006-09-01,Kentucky,11.76
136,2006-08-01,Kentucky,6.968
137,2006-07-01,Kentucky,5.881
138,2006-06-01,Kentucky,9.115
139,2006-05-01,Kentucky,7.489
140,2006-04-01,Kentucky,8.183
141,2006-03-01,Kentucky,8.52
142,2006-02-01,Kentucky,7.677
143,2006-01-01,Kentucky,5.697
0,2017-12-01,Louisiana,214.361
1,2017-11-01,Louisiana,204.314
2,2017-10-01,Louisiana,209.171
3,2017-09-01,Louisiana,186.076
4,2017-08-01,Louisiana,179.58
5,2017-07-01,Louisiana,163.777
6,2017-06-01,Louisiana,164.989
7,2017-05-01,Louisiana,159.615
8,2017-04-01,Louisiana,152.281
9,2017-03-01,Louisiana,174.518
10,2017-02-01,Louisiana,138.51
11,2017-01-01,Louisiana,159.569
12,2016-12-01,Louisiana,146.34
13,2016-11-01,Louisiana,138.783
14,2016-10-01,Louisiana,147.039
15,2016-09-01,Louisiana,141.555
16,2016-08-01,Louisiana,140.74
17,2016-07-01,Louisiana,152.793
18,2016-06-01,Louisiana,136.531
19,2016-05-01,Louisiana,147.259
20,2016-04-01,Louisiana,150.062
21,2016-03-01,Louisiana,149.217
22,2016-02-01,Louisiana,142.004
23,2016-01-01,Louisiana,149.704
24,2015-12-01,Louisiana,147.858
25,2015-11-01,Louisiana,142.011
26,2015-10-01,Louisiana,147.78
27,2015-09-01,Louisiana,146.062
28,2015-08-01,Louisiana,147.511
29,2015-07-01,Louisiana,147.985
30,2015-06-01,Louisiana,141.719
31,2015-05-01,Louisiana,152.773
32,2015-04-01,Louisiana,149.282
33,2015-03-01,Louisiana,153.151
34,2015-02-01,Louisiana,137.927
35,2015-01-01,Louisiana,149.459
36,2014-12-01,Louisiana,147.967
37,2014-11-01,Louisiana,154.235
38,2014-10-01,Louisiana,158.356
39,2014-09-01,Louisiana,156.603
40,2014-08-01,Louisiana,157.484
41,2014-07-01,Louisiana,161.26
42,2014-06-01,Louisiana,163.105
43,2014-05-01,Louisiana,168.383
44,2014-04-01,Louisiana,161.348
45,2014-03-01,Louisiana,169.732
46,2014-02-01,Louisiana,154.119
47,2014-01-01,Louisiana,170.576
48,2013-12-01,Louisiana,173.267
49,2013-11-01,Louisiana,166.992
50,2013-10-01,Louisiana,171.753
51,2013-09-01,Louisiana,173.152
52,2013-08-01,Louisiana,188.392
53,2013-07-01,Louisiana,197.337
54,2013-06-01,Louisiana,196.109
55,2013-05-01,Louisiana,207.162
56,2013-04-01,Louisiana,203.06
57,2013-03-01,Louisiana,215.524
58,2013-02-01,Louisiana,201.492
59,2013-01-01,Louisiana,225.604
60,2012-12-01,Louisiana,227.897
61,2012-11-01,Louisiana,226.44
62,2012-10-01,Louisiana,243.825
63,2012-09-01,Louisiana,239.373
64,2012-08-01,Louisiana,251.546
65,2012-07-01,Louisiana,256.327
66,2012-06-01,Louisiana,246.466
67,2012-05-01,Louisiana,247.183
68,2012-04-01,Louisiana,237.003
69,2012-03-01,Louisiana,248.268
70,2012-02-01,Louisiana,233.361
71,2012-01-01,Louisiana,263.065
72,2011-12-01,Louisiana,266.953
73,2011-11-01,Louisiana,262.581
74,2011-10-01,Louisiana,265.884
75,2011-09-01,Louisiana,255.2
76,2011-08-01,Louisiana,258.648
77,2011-07-01,Louisiana,249.68
78,2011-06-01,Louisiana,236.033
79,2011-05-01,Louisiana,247.48
80,2011-04-01,Louisiana,234.597
81,2011-03-01,Louisiana,238.263
82,2011-02-01,Louisiana,201.616
83,2011-01-01,Louisiana,216.641
84,2010-12-01,Louisiana,215.101
85,2010-11-01,Louisiana,196.783
86,2010-10-01,Louisiana,193.272
87,2010-09-01,Louisiana,189.466
88,2010-08-01,Louisiana,189.365
89,2010-07-01,Louisiana,185.294
90,2010-06-01,Louisiana,172.98
91,2010-05-01,Louisiana,168.52
92,2010-04-01,Louisiana,158.568
93,2010-03-01,Louisiana,157.58
94,2010-02-01,Louisiana,137.013
95,2010-01-01,Louisiana,143.71
96,2009-12-01,Louisiana,139.146
97,2009-11-01,Louisiana,135.546
98,2009-10-01,Louisiana,134.323
99,2009-09-01,Louisiana,125.045
100,2009-08-01,Louisiana,126.92
101,2009-07-01,Louisiana,121.967
102,2009-06-01,Louisiana,115.297
103,2009-05-01,Louisiana,118.741
104,2009-04-01,Louisiana,112.335
105,2009-03-01,Louisiana,112.915
106,2009-02-01,Louisiana,101.528
107,2009-01-01,Louisiana,109.484
108,2008-12-01,Louisiana,108.733
109,2008-11-01,Louisiana,108.95
110,2008-10-01,Louisiana,106.694
111,2008-09-01,Louisiana,81.165
112,2008-08-01,Louisiana,111.736
113,2008-07-01,Louisiana,115.083
114,2008-06-01,Louisiana,111.049
115,2008-05-01,Louisiana,113.001
116,2008-04-01,Louisiana,106.887
117,2008-03-01,Louisiana,109.423
118,2008-02-01,Louisiana,101.639
119,2008-01-01,Louisiana,108.824
120,2007-12-01,Louisiana,106.424
121,2007-11-01,Louisiana,102.678
122,2007-10-01,Louisiana,106.353
123,2007-09-01,Louisiana,103.08
124,2007-08-01,Louisiana,105.741
125,2007-07-01,Louisiana,109.196
126,2007-06-01,Louisiana,105.641
127,2007-05-01,Louisiana,108.896
128,2007-04-01,Louisiana,103.432
129,2007-03-01,Louisiana,105.356
130,2007-02-01,Louisiana,93.081
131,2007-01-01,Louisiana,104.71
132,2006-12-01,Louisiana,106.548
133,2006-11-01,Louisiana,103.481
134,2006-10-01,Louisiana,107.11
135,2006-09-01,Louisiana,104.031
136,2006-08-01,Louisiana,106.844
137,2006-07-01,Louisiana,106.944
138,2006-06-01,Louisiana,105.465
139,2006-05-01,Louisiana,108.053
140,2006-04-01,Louisiana,103.292
141,2006-03-01,Louisiana,106.787
142,2006-02-01,Louisiana,94.149
143,2006-01-01,Louisiana,103.179
0,2017-12-01,Maryland,0.002
1,2017-11-01,Maryland,0.002
2,2017-10-01,Maryland,0.002
3,2017-09-01,Maryland,0.003
4,2017-08-01,Maryland,0.003
5,2017-07-01,Maryland,0.003
6,2017-06-01,Maryland,0.004
7,2017-05-01,Maryland,0.002
8,2017-04-01,Maryland,0.003
9,2017-03-01,Maryland,0.003
10,2017-02-01,Maryland,0.003
11,2017-01-01,Maryland,0.003
12,2016-12-01,Maryland,0.002
13,2016-11-01,Maryland,0.002
14,2016-10-01,Maryland,0.005
15,2016-09-01,Maryland,0.002
16,2016-08-01,Maryland,0.003
17,2016-07-01,Maryland,0.006
18,2016-06-01,Maryland,0.003
19,2016-05-01,Maryland,0.002
20,2016-04-01,Maryland,0.002
21,2016-03-01,Maryland,0.002
22,2016-02-01,Maryland,0.002
23,2016-01-01,Maryland,0.003
24,2015-12-01,Maryland,0.004
25,2015-11-01,Maryland,0.003
26,2015-10-01,Maryland,0.004
27,2015-09-01,Maryland,0.004
28,2015-08-01,Maryland,0.004
29,2015-07-01,Maryland,0.003
30,2015-06-01,Maryland,0.003
31,2015-05-01,Maryland,0.002
32,2015-04-01,Maryland,0.003
33,2015-03-01,Maryland,0.003
34,2015-02-01,Maryland,0.001
35,2015-01-01,Maryland,0.003
36,2014-12-01,Maryland,0.001
37,2014-11-01,Maryland,0.001
38,2014-10-01,Maryland,0.001
39,2014-09-01,Maryland,0.004
40,2014-08-01,Maryland,0.001
41,2014-07-01,Maryland,0.001
42,2014-06-01,Maryland,0.001
43,2014-05-01,Maryland,0.001
44,2014-04-01,Maryland,0.001
45,2014-03-01,Maryland,0.003
46,2014-02-01,Maryland,0.003
47,2014-01-01,Maryland,0.003
48,2013-12-01,Maryland,0.003
49,2013-11-01,Maryland,0.003
50,2013-10-01,Maryland,0.003
51,2013-09-01,Maryland,0.003
52,2013-08-01,Maryland,0.003
53,2013-07-01,Maryland,0.003
54,2013-06-01,Maryland,0.003
55,2013-05-01,Maryland,0.002
56,2013-04-01,Maryland,0.003
57,2013-03-01,Maryland,0.002
58,2013-02-01,Maryland,0.002
59,2013-01-01,Maryland,0.002
60,2012-12-01,Maryland,0.004
61,2012-11-01,Maryland,0.003
62,2012-10-01,Maryland,0.004
63,2012-09-01,Maryland,0.003
64,2012-08-01,Maryland,0.004
65,2012-07-01,Maryland,0.004
66,2012-06-01,Maryland,0.003
67,2012-05-01,Maryland,0.004
68,2012-04-01,Maryland,0.004
69,2012-03-01,Maryland,0.004
70,2012-02-01,Maryland,0.003
71,2012-01-01,Maryland,0.004
72,2011-12-01,Maryland,0.001
73,2011-11-01,Maryland,0.001
74,2011-10-01,Maryland,0.001
75,2011-09-01,Maryland,0.003
76,2011-08-01,Maryland,0.003
77,2011-07-01,Maryland,0.004
78,2011-06-01,Maryland,0.004
79,2011-05-01,Maryland,0.003
80,2011-04-01,Maryland,0.003
81,2011-03-01,Maryland,0.004
82,2011-02-01,Maryland,0.003
83,2011-01-01,Maryland,0.005
84,2010-12-01,Maryland,0.004
85,2010-11-01,Maryland,0.003
86,2010-10-01,Maryland,0.004
87,2010-09-01,Maryland,0.003
88,2010-08-01,Maryland,0.004
89,2010-07-01,Maryland,0.003
90,2010-06-01,Maryland,0.003
91,2010-05-01,Maryland,0.003
92,2010-04-01,Maryland,0.003
93,2010-03-01,Maryland,0.005
94,2010-02-01,Maryland,0.003
95,2010-01-01,Maryland,0.003
96,2009-12-01,Maryland,0.008
97,2009-11-01,Maryland,0.003
98,2009-10-01,Maryland,0.003
99,2009-09-01,Maryland,0.004
100,2009-08-01,Maryland,0.003
101,2009-07-01,Maryland,0.003
102,2009-06-01,Maryland,0.003
103,2009-05-01,Maryland,0.003
104,2009-04-01,Maryland,0.003
105,2009-03-01,Maryland,0.003
106,2009-02-01,Maryland,0.003
107,2009-01-01,Maryland,0.004
108,2008-12-01,Maryland,0.001
109,2008-11-01,Maryland,0.001
110,2008-10-01,Maryland,0.001
111,2008-09-01,Maryland,0.008
112,2008-08-01,Maryland,0.002
113,2008-07-01,Maryland,0.002
114,2008-06-01,Maryland,0.002
115,2008-05-01,Maryland,0.001
116,2008-04-01,Maryland,0.002
117,2008-03-01,Maryland,0.003
118,2008-02-01,Maryland,0.002
119,2008-01-01,Maryland,0.004
120,2007-12-01,Maryland,0.001
121,2007-11-01,Maryland,0.001
122,2007-10-01,Maryland,0.001
123,2007-09-01,Maryland,0.003
124,2007-08-01,Maryland,0.003
125,2007-07-01,Maryland,0.007
126,2007-06-01,Maryland,0.003
127,2007-05-01,Maryland,0.003
128,2007-04-01,Maryland,0.004
129,2007-03-01,Maryland,0.004
130,2007-02-01,Maryland,0.004
131,2007-01-01,Maryland,0.004
132,2006-12-01,Maryland,0.004
133,2006-11-01,Maryland,0.004
134,2006-10-01,Maryland,0.003
135,2006-09-01,Maryland,0.004
136,2006-08-01,Maryland,0.004
137,2006-07-01,Maryland,0.004
138,2006-06-01,Maryland,0.003
139,2006-05-01,Maryland,0.004
140,2006-04-01,Maryland,0.004
141,2006-03-01,Maryland,0.004
142,2006-02-01,Maryland,0.004
143,2006-01-01,Maryland,0.004
0,2017-12-01,Michigan,7.637
1,2017-11-01,Michigan,8.068
2,2017-10-01,Michigan,7.789
3,2017-09-01,Michigan,8.188
4,2017-08-01,Michigan,8.186
5,2017-07-01,Michigan,7.91
6,2017-06-01,Michigan,8.228
7,2017-05-01,Michigan,7.821
8,2017-04-01,Michigan,8.023
9,2017-03-01,Michigan,7.389
10,2017-02-01,Michigan,8.194
11,2017-01-01,Michigan,8.289
12,2016-12-01,Michigan,8.131
13,2016-11-01,Michigan,8.451
14,2016-10-01,Michigan,8.125
15,2016-09-01,Michigan,8.467
16,2016-08-01,Michigan,8.572
17,2016-07-01,Michigan,8.274
18,2016-06-01,Michigan,8.457
19,2016-05-01,Michigan,8.121
20,2016-04-01,Michigan,8.632
21,2016-03-01,Michigan,7.98
22,2016-02-01,Michigan,8.601
23,2016-01-01,Michigan,8.744
24,2015-12-01,Michigan,8.716
25,2015-11-01,Michigan,8.801
26,2015-10-01,Michigan,9.057
27,2015-09-01,Michigan,8.751
28,2015-08-01,Michigan,9.14
29,2015-07-01,Michigan,9.091
30,2015-06-01,Michigan,8.914
31,2015-05-01,Michigan,9.118
32,2015-04-01,Michigan,8.64
33,2015-03-01,Michigan,8.755
34,2015-02-01,Michigan,7.871
35,2015-01-01,Michigan,9.017
36,2014-12-01,Michigan,9.346
37,2014-11-01,Michigan,9.254
38,2014-10-01,Michigan,9.607
39,2014-09-01,Michigan,9.388
40,2014-08-01,Michigan,9.758
41,2014-07-01,Michigan,9.858
42,2014-06-01,Michigan,9.283
43,2014-05-01,Michigan,9.693
44,2014-04-01,Michigan,9.293
45,2014-03-01,Michigan,9.478
46,2014-02-01,Michigan,8.623
47,2014-01-01,Michigan,9.562
48,2013-12-01,Michigan,10.005
49,2013-11-01,Michigan,9.558
50,2013-10-01,Michigan,10.413
51,2013-09-01,Michigan,10.246
52,2013-08-01,Michigan,10.44
53,2013-07-01,Michigan,10.246
54,2013-06-01,Michigan,9.97
55,2013-05-01,Michigan,10.532
56,2013-04-01,Michigan,9.869
57,2013-03-01,Michigan,10.291
58,2013-02-01,Michigan,9.385
59,2013-01-01,Michigan,10.321
60,2012-12-01,Michigan,10.341
61,2012-11-01,Michigan,10.119
62,2012-10-01,Michigan,10.556
63,2012-09-01,Michigan,10.313
64,2012-08-01,Michigan,10.709
65,2012-07-01,Michigan,10.715
66,2012-06-01,Michigan,10.501
67,2012-05-01,Michigan,10.885
68,2012-04-01,Michigan,10.608
69,2012-03-01,Michigan,10.794
70,2012-02-01,Michigan,10.311
71,2012-01-01,Michigan,10.998
72,2011-12-01,Michigan,11.231
73,2011-11-01,Michigan,11.114
74,2011-10-01,Michigan,11.44
75,2011-09-01,Michigan,11.282
76,2011-08-01,Michigan,11.564
77,2011-07-01,Michigan,11.513
78,2011-06-01,Michigan,11.015
79,2011-05-01,Michigan,11.516
80,2011-04-01,Michigan,11.283
81,2011-03-01,Michigan,11.685
82,2011-02-01,Michigan,10.523
83,2011-01-01,Michigan,11.531
84,2010-12-01,Michigan,10.571
85,2010-11-01,Michigan,10.39
86,2010-10-01,Michigan,10.776
87,2010-09-01,Michigan,10.631
88,2010-08-01,Michigan,11.025
89,2010-07-01,Michigan,10.765
90,2010-06-01,Michigan,10.502
91,2010-05-01,Michigan,10.841
92,2010-04-01,Michigan,10.515
93,2010-03-01,Michigan,11.016
94,2010-02-01,Michigan,9.983
95,2010-01-01,Michigan,11.162
96,2009-12-01,Michigan,14.96
97,2009-11-01,Michigan,14.682
98,2009-10-01,Michigan,11.495
99,2009-09-01,Michigan,12.143
100,2009-08-01,Michigan,11.778
101,2009-07-01,Michigan,14.266
102,2009-06-01,Michigan,11.504
103,2009-05-01,Michigan,11.36
104,2009-04-01,Michigan,11.443
105,2009-03-01,Michigan,14.918
106,2009-02-01,Michigan,10.885
107,2009-01-01,Michigan,11.969
108,2008-12-01,Michigan,12.277
109,2008-11-01,Michigan,11.93
110,2008-10-01,Michigan,12.67
111,2008-09-01,Michigan,12.32
112,2008-08-01,Michigan,12.935
113,2008-07-01,Michigan,12.726
114,2008-06-01,Michigan,12.241
115,2008-05-01,Michigan,12.618
116,2008-04-01,Michigan,12.084
117,2008-03-01,Michigan,12.767
118,2008-02-01,Michigan,11.826
119,2008-01-01,Michigan,12.815
120,2007-12-01,Michigan,19.16
121,2007-11-01,Michigan,22.56
122,2007-10-01,Michigan,20.8
123,2007-09-01,Michigan,24.229
124,2007-08-01,Michigan,23.754
125,2007-07-01,Michigan,22.244
126,2007-06-01,Michigan,19.657
127,2007-05-01,Michigan,26.215
128,2007-04-01,Michigan,16.164
129,2007-03-01,Michigan,20.205
130,2007-02-01,Michigan,18.375
131,2007-01-01,Michigan,28.452
132,2006-12-01,Michigan,33.432
133,2006-11-01,Michigan,15.743
134,2006-10-01,Michigan,21.485
135,2006-09-01,Michigan,21.426
136,2006-08-01,Michigan,23.815
137,2006-07-01,Michigan,19.947
138,2006-06-01,Michigan,29.932
139,2006-05-01,Michigan,16.25
140,2006-04-01,Michigan,13.724
141,2006-03-01,Michigan,27.033
142,2006-02-01,Michigan,17.063
143,2006-01-01,Michigan,19.883
0,2017-12-01,Mississippi,2.733
1,2017-11-01,Mississippi,2.829
2,2017-10-01,Mississippi,3.125
3,2017-09-01,Mississippi,3.185
4,2017-08-01,Mississippi,3.251
5,2017-07-01,Mississippi,3.217
6,2017-06-01,Mississippi,3.154
7,2017-05-01,Mississippi,3.433
8,2017-04-01,Mississippi,3.403
9,2017-03-01,Mississippi,3.443
10,2017-02-01,Mississippi,3.165
11,2017-01-01,Mississippi,3.465
12,2016-12-01,Mississippi,3.519
13,2016-11-01,Mississippi,3.484
14,2016-10-01,Mississippi,3.559
15,2016-09-01,Mississippi,3.648
16,2016-08-01,Mississippi,4.112
17,2016-07-01,Mississippi,4.232
18,2016-06-01,Mississippi,4.125
19,2016-05-01,Mississippi,4.23
20,2016-04-01,Mississippi,4.202
21,2016-03-01,Mississippi,4.246
22,2016-02-01,Mississippi,4.273
23,2016-01-01,Mississippi,4.612
24,2015-12-01,Mississippi,4.742
25,2015-11-01,Mississippi,4.695
26,2015-10-01,Mississippi,4.755
27,2015-09-01,Mississippi,4.748
28,2015-08-01,Mississippi,5.037
29,2015-07-01,Mississippi,5.081
30,2015-06-01,Mississippi,5.251
31,2015-05-01,Mississippi,5.173
