,Date,Area,Prod
32,2015-04-01,Mississippi,4.744
33,2015-03-01,Mississippi,4.701
34,2015-02-01,Mississippi,4.23
35,2015-01-01,Mississippi,4.675
36,2014-12-01,Mississippi,4.766
37,2014-11-01,Mississippi,4.366
38,2014-10-01,Mississippi,4.545
39,2014-09-01,Mississippi,4.433
40,2014-08-01,Mississippi,4.611
41,2014-07-01,Mississippi,4.589
42,2014-06-01,Mississippi,4.417
43,2014-05-01,Mississippi,4.61
44,2014-04-01,Mississippi,4.407
45,2014-03-01,Mississippi,4.615
46,2014-02-01,Mississippi,4.173
47,2014-01-01,Mississippi,4.418
48,2013-12-01,Mississippi,4.89
49,2013-11-01,Mississippi,4.803
50,2013-10-01,Mississippi,5.147
51,2013-09-01,Mississippi,4.53
52,2013-08-01,Mississippi,4.876
53,2013-07-01,Mississippi,4.959
54,2013-06-01,Mississippi,4.731
55,2013-05-01,Mississippi,5.017
56,2013-04-01,Mississippi,4.91
57,2013-03-01,Mississippi,5.211
58,2013-02-01,Mississippi,4.579
59,2013-01-01,Mississippi,5.153
60,2012-12-01,Mississippi,5.167
61,2012-11-01,Mississippi,4.722
62,2012-10-01,Mississippi,5.147
63,2012-09-01,Mississippi,5.011
64,2012-08-01,Mississippi,5.268
65,2012-07-01,Mississippi,5.253
66,2012-06-01,Mississippi,5.146
67,2012-05-01,Mississippi,5.549
68,2012-04-01,Mississippi,5.383
69,2012-03-01,Mississippi,5.631
70,2012-02-01,Mississippi,5.357
71,2012-01-01,Mississippi,5.722
72,2011-12-01,Mississippi,5.702
73,2011-11-01,Mississippi,5.758
74,2011-10-01,Mississippi,5.384
75,2011-09-01,Mississippi,5.37
76,2011-08-01,Mississippi,5.806
77,2011-07-01,Mississippi,6.505
78,2011-06-01,Mississippi,5.724
79,2011-05-01,Mississippi,6.389
80,2011-04-01,Mississippi,5.948
81,2011-03-01,Mississippi,6.073
82,2011-02-01,Mississippi,5.484
83,2011-01-01,Mississippi,6.123
84,2010-12-01,Mississippi,5.233
85,2010-11-01,Mississippi,5.302
86,2010-10-01,Mississippi,5.053
87,2010-09-01,Mississippi,4.764
88,2010-08-01,Mississippi,4.674
89,2010-07-01,Mississippi,4.709
90,2010-06-01,Mississippi,4.336
91,2010-05-01,Mississippi,4.561
92,2010-04-01,Mississippi,3.842
93,2010-03-01,Mississippi,4.61
94,2010-02-01,Mississippi,3.807
95,2010-01-01,Mississippi,4.424
96,2009-12-01,Mississippi,7.274
97,2009-11-01,Mississippi,6.656
98,2009-10-01,Mississippi,6.1
99,2009-09-01,Mississippi,5.195
100,2009-08-01,Mississippi,5.682
101,2009-07-01,Mississippi,5.384
102,2009-06-01,Mississippi,4.803
103,2009-05-01,Mississippi,5.101
104,2009-04-01,Mississippi,5.085
105,2009-03-01,Mississippi,5.705
106,2009-02-01,Mississippi,6.156
107,2009-01-01,Mississippi,6.662
108,2008-12-01,Mississippi,8.307
109,2008-11-01,Mississippi,6.796
110,2008-10-01,Mississippi,7.039
111,2008-09-01,Mississippi,5.291
112,2008-08-01,Mississippi,7.921
113,2008-07-01,Mississippi,7.347
114,2008-06-01,Mississippi,6.976
115,2008-05-01,Mississippi,7.681
116,2008-04-01,Mississippi,6.274
117,2008-03-01,Mississippi,6.936
118,2008-02-01,Mississippi,7.722
119,2008-01-01,Mississippi,7.506
120,2007-12-01,Mississippi,4.847
121,2007-11-01,Mississippi,5.237
122,2007-10-01,Mississippi,4.59
123,2007-09-01,Mississippi,3.756
124,2007-08-01,Mississippi,4.655
125,2007-07-01,Mississippi,4.586
126,2007-06-01,Mississippi,5.906
127,2007-05-01,Mississippi,5.893
128,2007-04-01,Mississippi,5.225
129,2007-03-01,Mississippi,5.29
130,2007-02-01,Mississippi,4.821
131,2007-01-01,Mississippi,5.557
132,2006-12-01,Mississippi,5.213
133,2006-11-01,Mississippi,4.726
134,2006-10-01,Mississippi,4.85
135,2006-09-01,Mississippi,4.657
136,2006-08-01,Mississippi,3.383
137,2006-07-01,Mississippi,3.41
138,2006-06-01,Mississippi,3.804
139,2006-05-01,Mississippi,3.506
140,2006-04-01,Mississippi,3.696
141,2006-03-01,Mississippi,3.199
142,2006-02-01,Mississippi,2.334
143,2006-01-01,Mississippi,3.091
0,2017-12-01,Missouri,0.0
1,2017-11-01,Missouri,0.0
2,2017-10-01,Missouri,0.0
3,2017-09-01,Missouri,0.0
4,2017-08-01,Missouri,0.0
5,2017-07-01,Missouri,0.0
6,2017-06-01,Missouri,0.0
7,2017-05-01,Missouri,0.0
8,2017-04-01,Missouri,0.0
9,2017-03-01,Missouri,0.0
10,2017-02-01,Missouri,0.0
11,2017-01-01,Missouri,0.0
12,2016-12-01,Missouri,0.0
13,2016-11-01,Missouri,0.0
14,2016-10-01,Missouri,0.0
15,2016-09-01,Missouri,0.0
16,2016-08-01,Missouri,0.0
17,2016-07-01,Missouri,0.0
18,2016-06-01,Missouri,0.0
19,2016-05-01,Missouri,0.0
20,2016-04-01,Missouri,0.0
21,2016-03-01,Missouri,0.0
22,2016-02-01,Missouri,0.0
23,2016-01-01,Missouri,0.0
24,2015-12-01,Missouri,0.0
25,2015-11-01,Missouri,0.0
26,2015-10-01,Missouri,0.0
27,2015-09-01,Missouri,0.0
28,2015-08-01,Missouri,0.0
29,2015-07-01,Missouri,0.0
30,2015-06-01,Missouri,0.0
31,2015-05-01,Missouri,0.0
32,2015-04-01,Missouri,0.0
33,2015-03-01,Missouri,0.0
34,2015-02-01,Missouri,0.0
35,2015-01-01,Missouri,0.0
36,2014-12-01,Missouri,0.0
37,2014-11-01,Missouri,0.0
38,2014-10-01,Missouri,0.0
39,2014-09-01,Missouri,0.0
40,2014-08-01,Missouri,0.0
41,2014-07-01,Missouri,0.0
42,2014-06-01,Missouri,0.0
43,2014-05-01,Missouri,0.0
44,2014-04-01,Missouri,0.0
45,2014-03-01,Missouri,0.001
46,2014-02-01,Missouri,0.001
47,2014-01-01,Missouri,0.001
48,2013-12-01,Missouri,0.0
49,2013-11-01,Missouri,0.0
50,2013-10-01,Missouri,0.001
51,2013-09-01,Missouri,0.0
52,2013-08-01,Missouri,0.001
53,2013-07-01,Missouri,0.001
54,2013-06-01,Missouri,0.001
55,2013-05-01,Missouri,0.001
56,2013-04-01,Missouri,0.001
57,2013-03-01,Missouri,0.001
58,2013-02-01,Missouri,0.001
59,2013-01-01,Missouri,0.001
60,2007-12-01,Missouri,0.0
61,2007-11-01,Missouri,0.0
62,2007-10-01,Missouri,0.0
63,2007-09-01,Missouri,0.0
64,2007-08-01,Missouri,0.0
65,2007-07-01,Missouri,0.0
66,2007-06-01,Missouri,0.0
67,2007-05-01,Missouri,0.0
68,2007-04-01,Missouri,0.0
69,2007-03-01,Missouri,0.0
70,2007-02-01,Missouri,0.0
71,2007-01-01,Missouri,0.0
0,2017-12-01,Montana,3.637
1,2017-11-01,Montana,3.626
2,2017-10-01,Montana,3.73
3,2017-09-01,Montana,3.628
4,2017-08-01,Montana,3.89
5,2017-07-01,Montana,3.859
6,2017-06-01,Montana,3.737
7,2017-05-01,Montana,3.836
8,2017-04-01,Montana,3.648
9,2017-03-01,Montana,3.768
10,2017-02-01,Montana,3.416
11,2017-01-01,Montana,3.764
12,2016-12-01,Montana,3.794
13,2016-11-01,Montana,3.851
14,2016-10-01,Montana,3.864
15,2016-09-01,Montana,3.645
16,2016-08-01,Montana,3.488
17,2016-07-01,Montana,3.914
18,2016-06-01,Montana,3.861
19,2016-05-01,Montana,3.955
20,2016-04-01,Montana,3.954
21,2016-03-01,Montana,4.081
22,2016-02-01,Montana,3.834
23,2016-01-01,Montana,4.134
24,2015-12-01,Montana,4.148
25,2015-11-01,Montana,4.028
26,2015-10-01,Montana,4.321
27,2015-09-01,Montana,4.062
28,2015-08-01,Montana,4.214
29,2015-07-01,Montana,4.376
30,2015-06-01,Montana,4.132
31,2015-05-01,Montana,4.221
32,2015-04-01,Montana,4.063
33,2015-03-01,Montana,4.151
34,2015-02-01,Montana,3.749
35,2015-01-01,Montana,4.161
36,2014-12-01,Montana,4.966
37,2014-11-01,Montana,4.501
38,2014-10-01,Montana,4.771
39,2014-09-01,Montana,4.632
40,2014-08-01,Montana,4.865
41,2014-07-01,Montana,4.907
42,2014-06-01,Montana,4.836
43,2014-05-01,Montana,4.959
44,2014-04-01,Montana,4.785
45,2014-03-01,Montana,4.907
46,2014-02-01,Montana,4.418
47,2014-01-01,Montana,4.941
48,2013-12-01,Montana,4.828
49,2013-11-01,Montana,5.021
50,2013-10-01,Montana,5.386
51,2013-09-01,Montana,5.092
52,2013-08-01,Montana,5.305
53,2013-07-01,Montana,5.395
54,2013-06-01,Montana,5.331
55,2013-05-01,Montana,5.245
56,2013-04-01,Montana,5.033
57,2013-03-01,Montana,5.178
58,2013-02-01,Montana,4.645
59,2013-01-01,Montana,5.138
60,2012-12-01,Montana,5.219
61,2012-11-01,Montana,5.147
62,2012-10-01,Montana,5.26
63,2012-09-01,Montana,5.241
64,2012-08-01,Montana,5.324
65,2012-07-01,Montana,5.208
66,2012-06-01,Montana,4.876
67,2012-05-01,Montana,5.581
68,2012-04-01,Montana,5.717
69,2012-03-01,Montana,6.004
70,2012-02-01,Montana,5.755
71,2012-01-01,Montana,6.131
72,2011-12-01,Montana,5.882
73,2011-11-01,Montana,5.741
74,2011-10-01,Montana,6.031
75,2011-09-01,Montana,6.223
76,2011-08-01,Montana,6.202
77,2011-07-01,Montana,6.227
78,2011-06-01,Montana,6.001
79,2011-05-01,Montana,6.28
80,2011-04-01,Montana,6.122
81,2011-03-01,Montana,6.33
82,2011-02-01,Montana,5.781
83,2011-01-01,Montana,6.552
84,2010-12-01,Montana,6.826
85,2010-11-01,Montana,6.926
86,2010-10-01,Montana,7.143
87,2010-09-01,Montana,7.003
88,2010-08-01,Montana,7.202
89,2010-07-01,Montana,7.316
90,2010-06-01,Montana,7.125
91,2010-05-01,Montana,7.386
92,2010-04-01,Montana,7.355
93,2010-03-01,Montana,7.629
94,2010-02-01,Montana,6.781
95,2010-01-01,Montana,7.48
96,2009-12-01,Montana,7.402
97,2009-11-01,Montana,7.425
98,2009-10-01,Montana,7.751
99,2009-09-01,Montana,7.718
100,2009-08-01,Montana,8.057
101,2009-07-01,Montana,8.158
102,2009-06-01,Montana,7.992
103,2009-05-01,Montana,8.436
104,2009-04-01,Montana,8.256
105,2009-03-01,Montana,8.627
106,2009-02-01,Montana,7.927
107,2009-01-01,Montana,8.643
108,2008-12-01,Montana,8.578
109,2008-11-01,Montana,9.017
110,2008-10-01,Montana,9.411
111,2008-09-01,Montana,9.12
112,2008-08-01,Montana,9.324
113,2008-07-01,Montana,9.332
114,2008-06-01,Montana,9.043
115,2008-05-01,Montana,9.393
116,2008-04-01,Montana,9.277
117,2008-03-01,Montana,9.655
118,2008-02-01,Montana,8.988
119,2008-01-01,Montana,9.77
120,2007-12-01,Montana,9.914
121,2007-11-01,Montana,9.638
122,2007-10-01,Montana,9.861
123,2007-09-01,Montana,9.506
124,2007-08-01,Montana,9.745
125,2007-07-01,Montana,9.58
126,2007-06-01,Montana,9.399
127,2007-05-01,Montana,9.619
128,2007-04-01,Montana,9.324
129,2007-03-01,Montana,9.752
130,2007-02-01,Montana,8.979
131,2007-01-01,Montana,9.955
132,2006-12-01,Montana,9.957
133,2006-11-01,Montana,9.373
134,2006-10-01,Montana,9.427
135,2006-09-01,Montana,9.04
136,2006-08-01,Montana,9.37
137,2006-07-01,Montana,9.287
138,2006-06-01,Montana,8.878
139,2006-05-01,Montana,9.319
140,2006-04-01,Montana,9.014
141,2006-03-01,Montana,9.528
142,2006-02-01,Montana,8.592
143,2006-01-01,Montana,9.638
0,2017-12-01,Nebraska,0.041
1,2017-11-01,Nebraska,0.04
2,2017-10-01,Nebraska,0.041
3,2017-09-01,Nebraska,0.033
4,2017-08-01,Nebraska,0.03
5,2017-07-01,Nebraska,0.038
6,2017-06-01,Nebraska,0.038
7,2017-05-01,Nebraska,0.036
8,2017-04-01,Nebraska,0.04
9,2017-03-01,Nebraska,0.042
10,2017-02-01,Nebraska,0.037
11,2017-01-01,Nebraska,0.038
12,2016-12-01,Nebraska,0.041
13,2016-11-01,Nebraska,0.048
14,2016-10-01,Nebraska,0.053
15,2016-09-01,Nebraska,0.051
16,2016-08-01,Nebraska,0.05
17,2016-07-01,Nebraska,0.051
18,2016-06-01,Nebraska,0.045
19,2016-05-01,Nebraska,0.043
20,2016-04-01,Nebraska,0.041
21,2016-03-01,Nebraska,0.04
22,2016-02-01,Nebraska,0.03
23,2016-01-01,Nebraska,0.031
24,2015-12-01,Nebraska,0.037
25,2015-11-01,Nebraska,0.017
26,2015-10-01,Nebraska,0.05
27,2015-09-01,Nebraska,0.069
28,2015-08-01,Nebraska,0.049
29,2015-07-01,Nebraska,0.049
30,2015-06-01,Nebraska,0.035
31,2015-05-01,Nebraska,0.034
32,2015-04-01,Nebraska,0.032
33,2015-03-01,Nebraska,0.032
34,2015-02-01,Nebraska,0.032
35,2015-01-01,Nebraska,0.041
36,2014-12-01,Nebraska,0.039
37,2014-11-01,Nebraska,0.035
38,2014-10-01,Nebraska,0.036
39,2014-09-01,Nebraska,0.028
40,2014-08-01,Nebraska,0.036
41,2014-07-01,Nebraska,0.034
42,2014-06-01,Nebraska,0.033
43,2014-05-01,Nebraska,0.034
44,2014-04-01,Nebraska,0.032
45,2014-03-01,Nebraska,0.037
46,2014-02-01,Nebraska,0.033
47,2014-01-01,Nebraska,0.04
48,2013-12-01,Nebraska,0.109
49,2013-11-01,Nebraska,0.074
50,2013-10-01,Nebraska,0.117
51,2013-09-01,Nebraska,0.081
52,2013-08-01,Nebraska,0.078
53,2013-07-01,Nebraska,0.081
54,2013-06-01,Nebraska,0.083
55,2013-05-01,Nebraska,0.082
56,2013-04-01,Nebraska,0.081
57,2013-03-01,Nebraska,0.087
58,2013-02-01,Nebraska,0.077
59,2013-01-01,Nebraska,0.082
60,2012-12-01,Nebraska,0.088
61,2012-11-01,Nebraska,0.093
62,2012-10-01,Nebraska,0.097
63,2012-09-01,Nebraska,0.098
64,2012-08-01,Nebraska,0.097
65,2012-07-01,Nebraska,0.097
66,2012-06-01,Nebraska,0.105
67,2012-05-01,Nebraska,0.109
68,2012-04-01,Nebraska,0.098
69,2012-03-01,Nebraska,0.147
70,2012-02-01,Nebraska,0.145
71,2012-01-01,Nebraska,0.155
72,2011-12-01,Nebraska,0.146
73,2011-11-01,Nebraska,0.151
74,2011-10-01,Nebraska,0.164
75,2011-09-01,Nebraska,0.167
76,2011-08-01,Nebraska,0.176
77,2011-07-01,Nebraska,0.172
78,2011-06-01,Nebraska,0.177
79,2011-05-01,Nebraska,0.168
80,2011-04-01,Nebraska,0.164
81,2011-03-01,Nebraska,0.163
82,2011-02-01,Nebraska,0.143
83,2011-01-01,Nebraska,0.168
84,2010-12-01,Nebraska,0.168
85,2010-11-01,Nebraska,0.177
86,2010-10-01,Nebraska,0.184
87,2010-09-01,Nebraska,0.185
88,2010-08-01,Nebraska,0.194
89,2010-07-01,Nebraska,0.191
90,2010-06-01,Nebraska,0.189
91,2010-05-01,Nebraska,0.2
92,2010-04-01,Nebraska,0.188
93,2010-03-01,Nebraska,0.191
94,2010-02-01,Nebraska,0.177
95,2010-01-01,Nebraska,0.187
96,2009-12-01,Nebraska,0.187
97,2009-11-01,Nebraska,0.195
98,2009-10-01,Nebraska,0.202
99,2009-09-01,Nebraska,0.211
100,2009-08-01,Nebraska,0.226
101,2009-07-01,Nebraska,0.217
102,2009-06-01,Nebraska,0.255
103,2009-05-01,Nebraska,0.273
104,2009-04-01,Nebraska,0.269
105,2009-03-01,Nebraska,0.303
106,2009-02-01,Nebraska,0.287
107,2009-01-01,Nebraska,0.283
108,2008-12-01,Nebraska,0.263
109,2008-11-01,Nebraska,0.275
110,2008-10-01,Nebraska,0.267
111,2008-09-01,Nebraska,0.265
112,2008-08-01,Nebraska,0.256
113,2008-07-01,Nebraska,0.272
114,2008-06-01,Nebraska,0.245
115,2008-05-01,Nebraska,0.243
116,2008-04-01,Nebraska,0.243
117,2008-03-01,Nebraska,0.26
118,2008-02-01,Nebraska,0.257
119,2008-01-01,Nebraska,0.235
120,2007-12-01,Nebraska,0.177
121,2007-11-01,Nebraska,0.193
122,2007-10-01,Nebraska,0.202
123,2007-09-01,Nebraska,0.156
124,2007-08-01,Nebraska,0.129
125,2007-07-01,Nebraska,0.122
126,2007-06-01,Nebraska,0.116
127,2007-05-01,Nebraska,0.115
128,2007-04-01,Nebraska,0.099
129,2007-03-01,Nebraska,0.096
130,2007-02-01,Nebraska,0.073
131,2007-01-01,Nebraska,0.077
132,2006-12-01,Nebraska,0.093
133,2006-11-01,Nebraska,0.095
134,2006-10-01,Nebraska,0.102
135,2006-09-01,Nebraska,0.1
136,2006-08-01,Nebraska,0.102
137,2006-07-01,Nebraska,0.108
138,2006-06-01,Nebraska,0.105
139,2006-05-01,Nebraska,0.105
140,2006-04-01,Nebraska,0.095
141,2006-03-01,Nebraska,0.1
142,2006-02-01,Nebraska,0.092
143,2006-01-01,Nebraska,0.103
0,2017-12-01,Nevada,0.0
1,2017-11-01,Nevada,0.0
2,2017-10-01,Nevada,0.0
3,2017-09-01,Nevada,0.0
4,2017-08-01,Nevada,0.0
5,2017-07-01,Nevada,0.0
6,2017-06-01,Nevada,0.0
7,2017-05-01,Nevada,0.0
8,2017-04-01,Nevada,0.0
9,2017-03-01,Nevada,0.0
10,2017-02-01,Nevada,0.0
11,2017-01-01,Nevada,0.0
12,2016-12-01,Nevada,0.0
13,2016-11-01,Nevada,0.0
14,2016-10-01,Nevada,0.0
15,2016-09-01,Nevada,0.0
16,2016-08-01,Nevada,0.0
17,2016-07-01,Nevada,0.0
18,2016-06-01,Nevada,0.0
19,2016-05-01,Nevada,0.0
20,2016-04-01,Nevada,0.0
21,2016-03-01,Nevada,0.0
22,2016-02-01,Nevada,0.0
23,2016-01-01,Nevada,0.0
24,2015-12-01,Nevada,0.0
25,2015-11-01,Nevada,0.0
26,2015-10-01,Nevada,0.0
27,2015-09-01,Nevada,0.0
28,2015-08-01,Nevada,0.0
29,2015-07-01,Nevada,0.0
30,2015-06-01,Nevada,0.001
31,2015-05-01,Nevada,0.0
32,2015-04-01,Nevada,0.001
33,2015-03-01,Nevada,0.0
34,2015-02-01,Nevada,0.0
35,2015-01-01,Nevada,0.0
36,2014-12-01,Nevada,0.0
37,2014-11-01,Nevada,0.0
38,2014-10-01,Nevada,0.0
39,2014-09-01,Nevada,0.0
40,2014-08-01,Nevada,0.0
41,2014-07-01,Nevada,0.0
42,2014-06-01,Nevada,0.0
43,2014-05-01,Nevada,0.0
44,2014-04-01,Nevada,0.0
45,2014-03-01,Nevada,0.0
46,2014-02-01,Nevada,0.0
47,2014-01-01,Nevada,0.0
48,2013-12-01,Nevada,0.0
49,2013-11-01,Nevada,0.0
50,2013-10-01,Nevada,0.0
51,2013-09-01,Nevada,0.0
52,2013-08-01,Nevada,0.0
53,2013-07-01,Nevada,0.0
54,2013-06-01,Nevada,0.0
55,2013-05-01,Nevada,0.0
56,2013-04-01,Nevada,0.0
57,2013-03-01,Nevada,0.0
58,2013-02-01,Nevada,0.0
59,2013-01-01,Nevada,0.0
60,2012-12-01,Nevada,0.0
61,2012-11-01,Nevada,0.0
62,2012-10-01,Nevada,0.0
63,2012-09-01,Nevada,0.0
64,2012-08-01,Nevada,0.0
65,2012-07-01,Nevada,0.0
66,2012-06-01,Nevada,0.0
67,2012-05-01,Nevada,0.0
68,2012-04-01,Nevada,0.0
69,2012-03-01,Nevada,0.0
70,2012-02-01,Nevada,0.0
71,2012-01-01,Nevada,0.0
72,2011-12-01,Nevada,0.0
73,2011-11-01,Nevada,0.0
74,2011-10-01,Nevada,0.0
75,2011-09-01,Nevada,0.0
76,2011-08-01,Nevada,0.0
77,2011-07-01,Nevada,0.0
78,2011-06-01,Nevada,0.0
79,2011-05-01,Nevada,0.0
80,2011-04-01,Nevada,0.0
81,2011-03-01,Nevada,0.0
82,2011-02-01,Nevada,0.0
83,2011-01-01,Nevada,0.0
84,2010-12-01,Nevada,0.0
85,2010-11-01,Nevada,0.0
86,2010-10-01,Nevada,0.0
87,2010-09-01,Nevada,0.0
88,2010-08-01,Nevada,0.0
89,2010-07-01,Nevada,0.0
90,2010-06-01,Nevada,0.0
91,2010-05-01,Nevada,0.0
92,2010-04-01,Nevada,0.0
93,2010-03-01,Nevada,0.0
94,2010-02-01,Nevada,0.0
95,2010-01-01,Nevada,0.0
96,2009-12-01,Nevada,0.0
97,2009-11-01,Nevada,0.0
98,2009-10-01,Nevada,0.0
99,2009-09-01,Nevada,0.0
100,2009-08-01,Nevada,0.0
101,2009-07-01,Nevada,0.0
102,2009-06-01,Nevada,0.0
103,2009-05-01,Nevada,0.0
104,2009-04-01,Nevada,0.0
105,2009-03-01,Nevada,0.0
106,2009-02-01,Nevada,0.0
107,2009-01-01,Nevada,0.0
108,2008-12-01,Nevada,0.0
109,2008-11-01,Nevada,0.0
110,2008-10-01,Nevada,0.0
111,2008-09-01,Nevada,0.0
112,2008-08-01,Nevada,0.0
113,2008-07-01,Nevada,0.0
114,2008-06-01,Nevada,0.0
115,2008-05-01,Nevada,0.0
116,2008-04-01,Nevada,0.0
117,2008-03-01,Nevada,0.0
118,2008-02-01,Nevada,0.0
119,2008-01-01,Nevada,0.0
120,2007-12-01,Nevada,0.0
121,2007-11-01,Nevada,0.0
122,2007-10-01,Nevada,0.0
123,2007-09-01,Nevada,0.0
124,2007-08-01,Nevada,0.0
125,2007-07-01,Nevada,0.0
126,2007-06-01,Nevada,0.0
127,2007-05-01,Nevada,0.0
128,2007-04-01,Nevada,0.0
129,2007-03-01,Nevada,0.0
130,2007-02-01,Nevada,0.0
131,2007-01-01,Nevada,0.0
132,2006-12-01,Nevada,0.0
133,2006-11-01,Nevada,0.0
134,2006-10-01,Nevada,0.0
135,2006-09-01,Nevada,0.0
136,2006-08-01,Nevada,0.0
137,2006-07-01,Nevada,0.0
138,2006-06-01,Nevada,0.0
139,2006-05-01,Nevada,0.0
140,2006-04-01,Nevada,0.0
141,2006-03-01,Nevada,0.0
142,2006-02-01,Nevada,0.0
143,2006-01-01,Nevada,0.0
0,2017-12-01,New Mexico,108.804
1,2017-11-01,New Mexico,98.555
2,2017-10-01,New Mexico,106.31
3,2017-09-01,New Mexico,100.9
4,2017-08-01,New Mexico,100.669
5,2017-07-01,New Mexico,101.99
6,2017-06-01,New Mexico,97.432
7,2017-05-01,New Mexico,103.393
8,2017-04-01,New Mexico,97.177
9,2017-03-01,New Mexico,100.178
10,2017-02-01,New Mexico,87.084
11,2017-01-01,New Mexico,94.023
12,2016-12-01,New Mexico,96.373
13,2016-11-01,New Mexico,95.584
14,2016-10-01,New Mexico,100.367
15,2016-09-01,New Mexico,96.895
16,2016-08-01,New Mexico,99.906
17,2016-07-01,New Mexico,97.087
18,2016-06-01,New Mexico,92.952
19,2016-05-01,New Mexico,96.424
20,2016-04-01,New Mexico,94.327
21,2016-03-01,New Mexico,96.536
22,2016-02-01,New Mexico,86.35
23,2016-01-01,New Mexico,87.025
24,2015-12-01,New Mexico,90.849
25,2015-11-01,New Mexico,97.178
26,2015-10-01,New Mexico,101.37
27,2015-09-01,New Mexico,98.909
28,2015-08-01,New Mexico,99.714
29,2015-07-01,New Mexico,96.479
30,2015-06-01,New Mexico,95.253
31,2015-05-01,New Mexico,99.122
32,2015-04-01,New Mexico,95.405
33,2015-03-01,New Mexico,97.741
34,2015-02-01,New Mexico,87.5
35,2015-01-01,New Mexico,91.973
36,2014-12-01,New Mexico,96.908
37,2014-11-01,New Mexico,94.778
38,2014-10-01,New Mexico,96.038
39,2014-09-01,New Mexico,93.988
40,2014-08-01,New Mexico,99.283
41,2014-07-01,New Mexico,98.329
42,2014-06-01,New Mexico,94.151
43,2014-05-01,New Mexico,94.858
44,2014-04-01,New Mexico,94.387
45,2014-03-01,New Mexico,97.22
46,2014-02-01,New Mexico,86.058
47,2014-01-01,New Mexico,94.629
48,2013-12-01,New Mexico,87.594
49,2013-11-01,New Mexico,87.359
50,2013-10-01,New Mexico,94.864
51,2013-09-01,New Mexico,89.987
52,2013-08-01,New Mexico,95.224
53,2013-07-01,New Mexico,94.581
54,2013-06-01,New Mexico,91.066
55,2013-05-01,New Mexico,93.241
56,2013-04-01,New Mexico,92.571
57,2013-03-01,New Mexico,92.204
58,2013-02-01,New Mexico,82.122
59,2013-01-01,New Mexico,84.031
60,2012-12-01,New Mexico,91.209
61,2012-11-01,New Mexico,92.24
62,2012-10-01,New Mexico,98.31
63,2012-09-01,New Mexico,91.785
64,2012-08-01,New Mexico,96.441
65,2012-07-01,New Mexico,96.212
66,2012-06-01,New Mexico,90.16
67,2012-05-01,New Mexico,95.555
68,2012-04-01,New Mexico,92.414
69,2012-03-01,New Mexico,96.88
70,2012-02-01,New Mexico,91.858
71,2012-01-01,New Mexico,98.145
72,2011-12-01,New Mexico,94.326
73,2011-11-01,New Mexico,92.774
74,2011-10-01,New Mexico,97.352
75,2011-09-01,New Mexico,95.986
76,2011-08-01,New Mexico,99.557
77,2011-07-01,New Mexico,99.568
78,2011-06-01,New Mexico,95.476
79,2011-05-01,New Mexico,99.578
80,2011-04-01,New Mexico,96.076
81,2011-03-01,New Mexico,101.243
82,2011-02-01,New Mexico,82.059
83,2011-01-01,New Mexico,93.017
84,2010-12-01,New Mexico,103.456
85,2010-11-01,New Mexico,98.903
86,2010-10-01,New Mexico,100.358
87,2010-09-01,New Mexico,99.496
88,2010-08-01,New Mexico,103.411
89,2010-07-01,New Mexico,103.456
90,2010-06-01,New Mexico,95.917
91,2010-05-01,New Mexico,102.984
92,2010-04-01,New Mexico,99.013
93,2010-03-01,New Mexico,100.542
94,2010-02-01,New Mexico,91.571
95,2010-01-01,New Mexico,101.117
96,2009-12-01,New Mexico,100.711
97,2009-11-01,New Mexico,104.277
98,2009-10-01,New Mexico,109.398
99,2009-09-01,New Mexico,103.173
100,2009-08-01,New Mexico,110.345
101,2009-07-01,New Mexico,108.759
102,2009-06-01,New Mexico,104.631
103,2009-05-01,New Mexico,111.243
104,2009-04-01,New Mexico,108.259
105,2009-03-01,New Mexico,112.939
106,2009-02-01,New Mexico,103.156
107,2009-01-01,New Mexico,111.273
108,2008-12-01,New Mexico,111.162
109,2008-11-01,New Mexico,111.215
110,2008-10-01,New Mexico,118.098
111,2008-09-01,New Mexico,111.828
112,2008-08-01,New Mexico,115.37
113,2008-07-01,New Mexico,118.203
114,2008-06-01,New Mexico,108.215
115,2008-05-01,New Mexico,117.935
116,2008-04-01,New Mexico,113.727
117,2008-03-01,New Mexico,116.572
118,2008-02-01,New Mexico,104.184
119,2008-01-01,New Mexico,107.116
120,2007-12-01,New Mexico,111.886
121,2007-11-01,New Mexico,116.311
122,2007-10-01,New Mexico,121.079
123,2007-09-01,New Mexico,119.563
124,2007-08-01,New Mexico,119.157
125,2007-07-01,New Mexico,122.821
126,2007-06-01,New Mexico,119.5
127,2007-05-01,New Mexico,123.424
128,2007-04-01,New Mexico,117.659
129,2007-03-01,New Mexico,121.69
130,2007-02-01,New Mexico,109.187
131,2007-01-01,New Mexico,119.393
132,2006-12-01,New Mexico,124.63
133,2006-11-01,New Mexico,124.185
134,2006-10-01,New Mexico,129.125
135,2006-09-01,New Mexico,125.936
136,2006-08-01,New Mexico,129.014
137,2006-07-01,New Mexico,129.037
138,2006-06-01,New Mexico,124.586
139,2006-05-01,New Mexico,128.084
140,2006-04-01,New Mexico,122.927
141,2006-03-01,New Mexico,128.902
142,2006-02-01,New Mexico,115.388
143,2006-01-01,New Mexico,127.437
0,2017-12-01,New York,0.968
1,2017-11-01,New York,0.937
2,2017-10-01,New York,0.968
